0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
-16,0.4,0.5,0.4,0.2,0.1,2.2,3,2.9,2.2,2,27.9,32.3,33.4,26.9,17.3,110.4,91.9,67.9,37.1,20.8,115.7,96.9,71.8,39.3,22.1,118.5,117.9,99.4,74.5,41,23.3,22.9,119.6,101.5,76.5,42.8,24,123.6,106.1,81.3,46.7,26.7,129.8,113.6,90.7,54.9,32.9,134.2,117.9,95.5,59.6,36.9,118.3,23.1
-15,0.5,0.5,0.4,0.2,0.1,3.1,4,3.6,3.3,2.6,51.7,52.8,47,31.2,18.3,111.8,92.9,68.4,37.3,20.8,115.8,97,72,39.4,22,118.8,117.8,99.5,74.6,41.1,23.2,22.9,119.4,101.6,76.7,42.8,24.1,123.6,105.9,81.4,46.7,26.8,129.8,113.5,90.6,54.8,33,134.2,117.8,95.7,59.7,36.8,118.5,23.1
-14,0.6,0.6,0.5,0.2,0.1,4.3,5.3,5.1,4.5,4.2,78.7,71.3,56.5,33.4,18.9,112.9,93.6,69,37.4,20.8,115.9,97.2,72.1,39.4,22,118.5,117.8,99.6,74.7,41.1,22.9,22.9,119.4,101.7,76.8,42.9,24.2,123.6,105.8,81.5,46.8,26.8,129.8,113.4,90.4,54.7,33,134.2,117.9,95.3,59.8,36.8,118.2,23.3
-13,0.7,0.7,0.7,0.3,0.2,6.9,8.1,7.9,7.5,6.5,96.4,81.8,61.9,34.3,19.3,113.5,94.2,69.3,37.5,20.8,116,97.2,72.2,39.5,22,118.6,117.7,99.7,74.8,41.1,23.3,23,119.5,101.6,76.9,42.9,24.3,123.5,106.1,81.6,46.7,26.8,129.9,113.3,90.3,54.7,33,134.2,118,94.9,59.9,36.9,118.8,23.5
-12,0.9,1,0.8,0.5,0.3,13,14.7,13.9,12.4,9.7,105.2,86.9,64.3,35.2,19.5,113.9,94.7,69.7,37.6,20.9,116.1,97.3,72.3,39.5,22,117.8,117.8,99.8,74.8,41.2,23.5,23,119.6,101.7,76.9,42.9,24.3,123.3,106.2,81.7,46.6,26.8,129.9,113.4,90.2,54.8,33,134.1,117.9,94.9,59.9,37,118.8,23.5
-11,1.1,1.3,1.2,0.8,0.5,25.9,27.2,24.7,19,13.3,108.7,89.5,65.5,35.5,19.7,114,95.2,69.7,37.7,21,116.2,97.5,72.4,39.5,22.1,117.8,118.1,99.9,74.7,41.3,23.2,23.1,119.7,101.9,76.8,42.9,24.2,123.1,106,81.8,46.7,26.8,129.8,113.5,90.2,54.9,32.9,134,117.8,94.9,59.8,36.9,118.7,23.5
-10,1.9,1.9,1.6,1,0.9,48.8,46,39,25.5,15.6,110.3,90.7,66.2,35.8,19.7,114.2,95.2,69.8,37.7,21,116.1,97.6,72.5,39.5,22.1,118.1,118.1,100,74.9,41.4,22.8,23.1,119.5,101.8,76.8,42.9,24.2,123,105.9,81.7,46.8,26.9,129.5,113.4,90.2,54.9,32.9,133.9,117.9,95,59.7,36.9,118.4,23.7
-9,2.7,2.8,2.4,2,1.5,74.7,64.6,50.9,29.6,16.9,111.5,91.4,66.5,36.1,19.8,114.3,95.1,69.9,37.8,21,116,97.6,72.5,39.5,22.1,118.5,118,100,75,41.3,23.2,23.2,119.5,101.8,76.9,42.9,24.2,123,106,81.6,46.9,27,129.4,113.3,90.2,55,32.9,133.9,117.9,95,59.7,36.9,118.1,23.7
-8,4.7,4.8,4.2,3,2.5,93.6,77.1,57.7,31.9,17.7,111.8,92.1,66.8,36.4,19.9,114.4,95.4,70,37.8,21,115.9,97.6,72.6,39.5,22.1,118.7,118,100,75.1,41.3,23.3,23.2,119.5,101.8,77,42.9,24.3,123,106.1,81.6,47,26.9,129.7,113.3,90.1,55.1,33,133.8,117.8,95.1,59.6,37,118.1,23.4
-7,9.4,9.3,8.2,5.6,4.3,102.2,83.4,61.1,32.7,18.4,112.1,92.3,67.2,36.2,20,114.5,95.6,70.1,37.8,21,115.8,97.6,72.7,39.6,22.3,118.2,118.1,100,75.2,41.3,23.3,23.2,119.6,101.9,77.1,42.9,24.3,123,106.2,81.7,47,26.9,129.8,113.3,90.1,55,33,133.7,117.7,95.1,59.6,37,118.3,23.1
-6,20.6,19,15.8,10.4,7,106.2,86.1,62.4,33.6,18.5,112.1,92.4,67.5,36.1,20.1,114.5,95.4,70.1,37.9,21,116,97.6,72.8,39.6,22.3,118.6,118,100,75.2,41.2,23.3,23.1,119.6,101.9,77.2,43,24.4,122.9,106.1,81.7,47,26.8,129.5,113.2,90.2,54.9,33.1,133.5,117.7,95.1,59.6,36.9,118.5,23.3
-5,41.5,35.3,27.4,16.7,10.3,108.1,87.6,63.7,33.8,18.7,112.1,92.6,67.6,36.2,20.1,114.3,95.3,70.2,38,21.1,116.1,97.7,72.7,39.6,22.2,118.4,117.7,100,75.2,41.3,23.3,23,119.6,101.8,77.2,42.9,24.4,122.7,105.8,81.7,46.9,26.8,129.3,113,90.2,54.8,33.1,133.5,117.6,95.1,59.6,36.9,118.5,23.4
-4,67.5,54,40,22.8,12.9,109,88.6,64,34.1,18.7,112.3,92.9,67.7,36.3,19.9,114.2,95.4,70.4,38.1,21.1,116.1,97.7,72.6,39.7,22.2,118,117.6,100,75.2,41.3,23.3,23.1,119.4,101.8,77.2,42.9,24.3,122.7,105.7,81.7,46.9,26.8,129.3,113.2,90.2,54.7,33.1,133.4,117.4,95,59.6,37,118.3,23.4
-3,86.7,68.4,49.2,26.9,14.8,109.4,89,64.3,34.3,18.8,112.5,93,67.7,36.3,19.9,114.3,95.4,70.4,38,21.2,116.2,97.7,72.6,39.7,22.2,118.3,117.8,100.1,75.1,41.4,23.5,23.2,119.5,101.8,77.2,43,24.3,122.8,105.7,81.7,46.9,26.8,129.3,113.3,90.1,54.8,33.1,133.3,117.4,94.9,59.6,36.9,118.1,23.4
-2,95.6,75.5,54,28.8,15.8,109.8,89.4,64.6,34.5,18.8,112.4,93.2,67.7,36.3,19.9,114.3,95.3,70.4,38,21.2,116.2,97.7,72.8,39.8,22.1,118.4,117.9,100.3,75.1,41.6,23.6,23.2,119.7,101.8,77.1,43,24.3,122.7,105.8,81.8,46.8,26.7,129.3,113.2,90,54.9,33.1,133.2,117.5,94.9,59.5,36.9,118.3,23.3
-1,99,78.4,55.8,29.5,16.3,110,89.6,64.8,34.5,18.9,112.4,93,67.8,36.3,19.9,114.3,95.2,70.4,38,21.2,116.2,97.8,72.9,39.8,22.1,117.8,118,100.2,75.1,41.4,23.6,23.2,119.8,101.9,76.9,43,24.3,122.5,105.7,81.8,46.8,26.6,129.3,113,90,54.9,33.1,133.5,117.6,95.1,59.6,36.9,118.3,23.4
0,98.5,78.6,56.2,30.1,16.5,110.2,89.6,64.6,34.5,18.8,112.5,92.8,67.9,36.2,20,114.3,95.5,70.4,38,21.2,116.3,97.9,72.9,39.9,22.1,117.7,118,99.9,75.1,41.2,23.5,23.2,119.7,101.9,76.9,43,24.4,122.6,105.7,81.8,46.8,26.7,129.4,113.1,89.9,54.9,33,133.6,117.5,95,59.8,37,118,23.7
1,97.8,78.1,56.1,29.7,16.4,110,89.4,64.5,34.3,18.7,112.5,92.8,67.8,36.3,20,114.2,95.7,70.3,38,21.2,116.3,98.1,72.9,40,22.2,117.7,117.9,99.9,75.2,41.3,23.2,23.2,119.6,101.8,76.9,43,24.5,122.8,105.8,81.7,46.8,26.8,129.5,113.3,90,54.8,33,133.6,117.5,95,59.8,37.1,117.6,23.7
2,92.9,74.6,54,29.2,15.9,109.8,89.1,64.4,34.2,18.7,112.5,92.9,67.8,36.3,20.1,114.1,95.6,70.3,38,21.1,116.3,98.1,73,40,22.3,117.8,117.9,99.9,75.3,41.5,23.3,23.3,119.6,101.8,76.9,43,24.5,122.9,105.8,81.7,46.8,26.9,129.3,113.3,90.1,54.8,33,133.6,117.7,95.1,59.9,37.1,117.5,23.4
3,81.2,66.6,49.2,27.3,15,109.3,88.9,64.3,34.3,18.7,112.5,92.8,67.7,36.2,20.1,114.2,95.6,70.1,37.9,21.2,116.3,98.1,73,40,22.2,118.2,117.9,99.9,75.4,41.4,23.3,23.3,119.5,101.8,76.9,42.9,24.5,122.9,106,81.7,46.8,27,129.3,113.4,90.2,54.9,33.1,133.7,117.8,95.3,59.9,37,118.4,23.2
4,60.1,51.8,40.4,24.1,13.7,108.6,88.3,64,34.3,18.7,112.7,92.7,67.7,36.1,20,114.2,95.3,70,37.9,21.2,116.3,98,72.9,39.9,22.2,118.4,117.9,99.8,75.2,41.4,23.4,23.2,119.4,101.9,76.9,42.8,24.4,123,106.1,81.8,46.9,26.9,129.3,113.3,90.3,55.1,33.1,133.8,117.7,95.2,59.9,36.9,117.9,23.3
5,33,32.4,28,18.7,11.5,107.2,87.3,63.7,34,18.7,112.7,92.8,67.6,36.2,19.9,114.3,95.1,70,37.9,21.1,116.3,98,72.7,39.8,22.2,118.6,118,99.8,75.1,41.4,23.5,23.1,119.4,101.9,77,43,24.4,123,106,81.9,46.9,26.8,129.4,113.3,90.4,55.1,33.1,133.8,117.7,95,59.9,36.9,118.1,23.2
6,15,16.3,15.7,11.8,8.4,105.2,85.8,62.3,33.8,18.5,112.4,92.9,67.5,36.4,19.8,114.4,95.4,70.1,38,21.1,116.3,97.9,72.6,39.6,22.1,118.5,118,100,75.2,41.4,23.5,23.1,119.4,102,77.1,43.1,24.4,123.1,106,81.8,47,26.8,129.5,113.4,90.4,55.1,33.1,133.8,117.7,95,60,37,117.9,23.2
7,6.8,7.8,7.7,6.4,5.2,99.5,82.3,60.8,32.8,18.3,112.1,92.5,67.3,36.3,19.8,114.4,95.6,70.1,38,21.1,116.3,97.9,72.5,39.6,22.1,118.3,117.9,100.1,75.2,41.2,23.4,23,119.5,102,77,42.9,24.4,123.4,106.1,81.7,47,26.8,129.6,113.6,90.4,55,33.1,133.8,117.8,95.1,60,37,117.4,23.3
8,3.7,4.2,4.1,3.3,3,88.5,75.2,57.4,31.9,17.8,111.6,92,67.1,36.2,19.8,114.4,95.4,70.1,37.9,21.1,116.5,97.9,72.5,39.6,22.1,118.4,118,100,75.2,41,23.3,23,119.6,101.9,76.9,42.8,24.3,123.5,106.2,81.7,46.9,26.8,129.8,113.5,90.3,55,33.1,133.7,118.1,95.2,59.9,36.8,117.3,23.2
9,2.4,2.6,2.5,2.2,1.8,68.7,62.2,50.8,30.1,17.3,111,91.4,66.8,35.9,19.8,114.4,95.2,69.9,38,21,116.5,97.8,72.6,39.6,22.1,118,118.2,99.9,75.1,41.2,23.2,23.1,119.7,101.8,76.8,42.9,24.1,123.6,106.1,81.8,46.9,26.7,130,113.4,90.5,54.9,33,133.8,118.3,95.3,59.9,36.9,117.8,22.9
10,1.6,1.9,1.8,1.1,1,41.8,43.2,39.5,26.6,15.9,109.8,90.8,66.3,35.6,19.7,114.4,95,69.6,38,21,116.3,97.6,72.6,39.5,22.1,118,118.3,99.7,75.1,41.3,23.2,23,119.9,101.9,76.8,43.1,24.1,123.7,106,81.7,46.9,26.8,130,113.5,90.8,54.9,33,133.9,118.2,95.5,59.8,37,118.3,23.3
11,0.9,1.3,1.2,0.9,0.5,20.5,24.4,24.7,21.4,14.5,108.1,89.4,65.5,35.4,19.6,114.2,94.8,69.7,37.8,21,116.2,97.5,72.6,39.6,22,118.3,118.2,99.7,75.2,41.3,23.3,23,120,102,77,43,24.1,123.7,106.2,81.5,46.9,26.9,130.1,113.7,90.7,55,33.1,134.1,118.2,95.7,59.8,37,118.5,23.4
12,0.7,1,0.8,0.6,0.3,9.9,12.6,13.3,14.1,11.6,103.1,86.8,64.3,35.1,19.5,113.9,94.9,69.9,37.6,21,116.3,97.4,72.6,39.7,22,118.5,118.3,99.9,75.1,41.3,23.4,22.9,119.9,102,77,43,24.2,123.7,106.3,81.6,46.9,26.9,130.3,113.9,90.5,55.2,33.1,134.3,118.5,95.8,59.9,37,118.2,23.4
13,0.5,0.8,0.6,0.5,0.2,5.7,7.3,7.5,8.1,8.2,92.5,81,61.7,34.3,19.3,113.5,95,69.6,37.5,20.9,116.4,97.4,72.4,39.7,22.1,118.8,118.4,99.9,75,41.2,23.4,22.8,119.9,102,77,43,24.2,123.6,106.2,81.8,46.9,26.9,130.5,114,90.5,55.1,33.2,134.4,118.6,95.8,59.9,37.1,118.1,23.3
14,0.5,0.6,0.6,0.4,0.1,3.8,5,4.9,4.6,4.9,73,69.8,56.7,33.5,19,112.7,94,69.3,37.4,20.8,116.4,97.3,72.1,39.7,22,119.1,118.5,99.7,74.9,41.1,23.2,22.9,119.9,101.9,76.9,42.9,24.1,123.7,106.2,81.9,46.9,26.9,130.7,114,90.5,54.9,33.2,134.5,118.6,95.8,60,37.2,118.5,23.3
15,0.4,0.4,0.5,0.4,0,2.8,3.6,3.7,3.4,3,45.6,51.2,47.6,31.6,18.4,111.5,93,68.7,37.3,20.7,116.2,97.1,71.9,39.6,22,118.3,118.4,99.6,74.9,41,23.2,22.9,120,101.9,76.9,43,24.1,123.9,106.4,82,46.9,26.8,130.8,114,90.6,55,33.1,134.7,118.5,95.8,60.1,37.2,118.4,23.5
16,0.4,0.4,0.3,0.3,0,2,2.7,2.9,2.3,2.2,22.7,30.3,34.4,28.2,17.5,109.6,91.7,68.1,37.2,20.7,115.7,97,71.7,39.5,21.9,117.9,118.4,99.6,74.7,40.8,23.3,22.9,120.2,102,76.8,43.1,24.2,123.9,106.5,81.8,46.9,26.9,130.6,113.9,90.7,55.1,33.1,134.9,118.5,95.9,60.3,37.1,118.3,23.1
17,0.4,0.3,0.2,0.2,0,1.6,2.4,2.2,1.9,1.4,11.3,16.5,21.1,22.9,16.1,105,89.5,66.7,36.8,20.7,115.3,96.8,71.6,39.3,21.9,118.1,118.3,99.5,74.5,40.8,23.5,22.9,120.1,102,76.7,43,24.2,123.8,106.5,81.6,46.8,26.9,130.5,113.8,90.8,55.1,33.1,134.8,118.5,96,60.2,37.2,118.1,22.8
18,0.4,0.3,0.2,0.1,0.1,1.3,2,1.9,1.5,1.1,7,9.8,12.2,15.5,13.8,95,84.8,65.4,36.4,20.7,115.1,96.5,71.5,39,21.9,118.4,118.2,99.2,74.6,40.8,23.4,22.9,119.9,101.8,76.6,43,24.3,123.8,106.5,81.6,46.8,26.9,130.6,114,90.8,55.1,33.3,134.7,118.6,95.8,60.2,37.3,118.2,23
19,0.3,0.2,0.2,0.2,0.1,1.2,1.7,1.6,1.3,0.9,4.9,6.9,7.8,9.4,10.6,75.7,75.5,61.9,35.6,20.4,114.5,96,71.2,38.9,21.9,118.3,118.1,99,74.7,40.8,23.1,22.9,119.7,101.5,76.5,42.8,24.2,123.8,106.3,81.7,46.8,26.8,130.7,114.2,90.9,55.1,33.2,134.9,118.6,95.6,60.1,37.3,118.7,23.2
20,0.3,0.3,0.2,0.2,0.1,1.1,1.4,1.4,1.2,0.8,3.7,5.2,5.8,5.9,7.1,48.5,58.1,55.1,34.8,20.1,113.4,95.2,70.8,38.9,21.8,118.2,117.8,98.9,74.4,40.8,23.3,22.9,119.6,101.3,76.4,42.7,24.1,123.9,106.3,81.6,46.7,26.7,130.9,114.3,91.1,55.2,33.2,135.1,118.8,95.6,60.1,37.3,118.2,23
21,0.2,0.3,0.2,0.2,0.1,1,1.3,1.3,1,0.6,2.8,4.4,4.7,4.6,4.6,25,35.9,43.2,32.8,19.6,111.4,93.9,70.2,38.8,21.6,117.7,117.5,98.7,74.2,40.7,23.2,22.8,119.6,101.1,76.2,42.6,24.1,124,106.6,81.6,46.7,26.7,131.1,114.3,91,55.2,33.2,135.3,119,95.7,60.2,37.2,117.2,23
22,0.2,0.2,0.3,0.2,0.1,0.9,1.2,1.2,0.9,0.5,2.4,3.6,3.9,3.3,3.1,13,19.4,28.1,29.4,19,107,91.9,69.4,38.7,21.5,117.4,117.2,98.4,73.8,40.5,23,22.8,119.6,101.1,76,42.4,24.1,124,106.7,81.5,46.8,26.7,131.2,114.4,90.9,55.2,33.2,135.5,119.2,95.7,60.4,37.2,117.3,22.9
23,0.2,0.1,0.2,0.2,0.1,0.8,1.1,1.1,0.9,0.4,2.1,3.1,3.4,2.9,2.3,8,11.8,16.3,23.9,17.5,97.6,87.6,68,38.3,21.6,116.9,117,98.1,73.4,40.4,22.9,22.7,119.5,101.2,75.8,42.3,24,123.9,106.5,81.5,46.8,26.7,131.2,114.4,90.8,55.2,33.1,135.5,119.3,95.7,60.4,37.2,117.1,22.7
24,0.2,0.1,0.2,0.1,0.1,0.8,1,1,0.9,0.4,1.8,2.7,3,2.4,1.8,5.6,8.5,10.2,16.5,16.1,80.1,79.7,65.5,38,21.5,116.2,116.2,97.8,73.1,40.3,22.7,22.7,119.1,100.9,75.6,42.2,23.9,123.9,106.4,81.5,46.7,26.8,131,114.5,90.8,55.1,33,135.4,119.2,95.8,60.3,37.3,116.3,22.7
25,0.1,0.1,0.1,0.1,0.1,0.7,0.9,0.9,0.8,0.3,1.7,2.5,2.6,2.2,1.6,4.5,6.5,7.6,10.2,13.1,54,65.6,60.6,37.1,21.3,115.3,114.9,97,72.9,40.2,22.8,22.7,119,100.6,75.6,42.2,23.8,123.9,106.3,81.5,46.6,26.8,130.9,114.7,90.8,55.1,33,135.5,119.1,95.9,60.3,37.3,115.1,22.8
26,0.1,0.2,0.1,0.1,0.1,0.7,0.9,0.9,0.7,0.3,1.6,2.3,2.4,2,1.4,3.7,5.6,6.2,6.9,9.5,29.4,45.3,51.7,36.2,21,113.6,113.1,95.8,72.2,40.1,22.6,22.6,118.9,100.4,75.4,42.1,23.8,124.1,106.2,81.5,46.4,26.7,130.9,114.4,90.8,55.2,33.1,135.6,119.3,95.9,60.2,37.2,113.2,22.6
27,0.1,0.2,0.1,0.1,0.1,0.7,0.8,0.9,0.8,0.3,1.5,2.2,2.3,1.8,1.2,3.2,4.7,5.3,5.5,6.4,15.5,26.1,38.6,34.3,20.8,109.3,109.5,93.9,71.5,39.9,22.7,22.5,118.6,100.3,75.1,42.1,23.7,124.3,106.1,81.5,46.4,26.6,131,114.1,90.8,55,33.1,135.6,119.3,95.9,60.2,37.2,108.1,22.6
28,0.1,0.1,0,0.2,0.1,0.8,0.8,0.8,0.8,0.3,1.3,2.1,2.2,1.6,1.1,2.8,4.2,4.5,4.1,4.4,9.4,15.6,24.9,30.8,20.2,99.9,100.6,90.7,70.2,39.7,22.6,22.4,118,99.6,74.8,42.1,23.6,124.1,106,81.4,46.5,26.6,131.1,114.1,90.7,54.8,33.1,135.6,119.2,96,60.1,37.1,98.8,22.5
29,0.1,0,0,0.1,0.1,0.7,0.7,0.8,0.7,0.3,1.2,1.9,2.1,1.5,1,2.4,3.7,4.2,3.6,3.4,6.9,10.6,15.6,25.4,19.2,81.8,83,83.7,68.6,39.3,22.3,22.3,117.1,98.9,74.5,41.8,23.6,123.6,106,81.2,46.4,26.6,131.1,114.2,90.8,55,33.1,135.4,119.1,96.1,60.2,37.1,81.4,22.5
30,0.1,0.1,0,0,0.1,0.6,0.7,0.7,0.7,0.3,1.2,1.6,2,1.4,1,2.1,3.4,3.8,3.1,2.6,5.6,8.3,10.6,18.3,17.7,57.2,56.6,70.5,65.4,38.8,22.4,22.2,116.1,98.1,74.1,41.5,23.5,123.6,106,81.1,46.2,26.6,131.2,114.3,90.9,55.3,33,135.2,119.3,96.1,60.2,37.2,57.5,22.4
31,0.1,0.2,0.1,0.1,0.1,0.6,0.6,0.7,0.7,0.4,1.1,1.5,1.8,1.4,1,2,3.2,3.6,2.9,2.3,4.6,7,8.5,11.9,15.5,31.8,31.7,50.6,58.5,38,22.5,22.1,114.6,97.3,73.6,41.4,23.5,123.8,106,81,46.1,26.5,131.3,114.5,90.8,55.3,33,135.4,119.3,96,60.3,37.2,34,22.2
32,0.1,0.2,0.1,0.1,0.1,0.5,0.6,0.7,0.6,0.4,1,1.4,1.8,1.4,0.9,1.9,2.9,3.4,2.7,2,4,5.9,7.1,8.1,12.5,17.2,17.1,31.1,46.9,37.1,22.3,21.8,110.9,96,72.9,41.2,23.4,123.7,105.9,80.9,46.1,26.4,131.3,114.5,90.8,55.2,33,135.5,119.2,96.1,60.3,37.2,19.6,21.8
33,0.2,0.2,0.1,0,0.1,0.4,0.5,0.7,0.6,0.3,0.9,1.4,1.8,1.4,0.9,1.7,2.7,3.2,2.5,1.9,3.5,5.3,6.2,6.7,9,11.5,10.7,18.3,31.6,35.3,21.8,21.5,103.1,93.4,71.9,41,23.3,123.5,105.6,80.7,46,26.3,131.4,114.4,90.7,55.1,33,135.7,119.1,96.3,60.3,37.2,12.9,21.6
34,0.2,0.2,0.1,0,0.1,0.3,0.5,0.5,0.6,0.3,0.8,1.3,1.7,1.3,0.9,1.6,2.6,3,2.3,1.9,3.3,4.7,5.6,5.2,6.1,8.2,8,12.2,19.6,31.9,21,20.9,87.1,88,70.7,40.7,23.2,123.4,105.3,80.7,45.8,26.3,131.4,114.5,90.6,55,33,135.9,119.4,96.2,60.3,37.2,9.3,21
35,0.2,0.1,0.1,0,0,0.4,0.4,0.3,0.5,0.2,0.8,1.2,1.5,1.2,0.8,1.6,2.5,2.9,2.2,1.7,3,4.4,5.1,4.7,4.5,6.3,6.4,9.5,13.3,26.3,20.3,20.4,62.1,77.5,68.3,40.3,23.1,123.2,105.2,80.6,45.7,26.2,131.5,114.5,90.6,54.9,33,135.9,119.6,96.1,60.1,37.2,7.3,20
36,0.1,0.1,0.1,0.1,0.1,0.4,0.4,0.3,0.4,0.2,0.8,1.1,1.5,1.1,0.8,1.5,2.3,2.7,2.2,1.5,2.8,4.1,4.7,4.2,3.7,5.3,5.5,7.9,10.1,19,19.7,19,36.5,59.6,63.7,40,23.1,123.2,105,80.3,45.7,26.2,131.7,114.7,90.7,54.8,33.1,135.9,119.5,96.2,60,37.3,6.2,18.6
37,0.1,0.1,0.1,0,0.1,0.3,0.4,0.3,0.4,0.2,0.8,1.1,1.4,1.1,0.8,1.3,2.1,2.6,2.1,1.5,2.6,3.8,4.5,3.9,3.3,4.9,4.9,6.9,8.4,12.6,17.7,17.6,19.5,38.2,55.2,39.1,23,123.1,104.9,79.9,45.6,26.2,131.8,114.9,90.7,54.8,33,136,119.5,96.3,60.1,37.3,5.5,16.6
38,0,0.1,0.1,0,0.1,0.3,0.4,0.3,0.4,0.2,0.8,1.2,1.4,1,0.7,1.2,2,2.5,1.9,1.4,2.5,3.6,4.2,3.7,2.9,4.4,4.4,6.3,7.6,8.9,14.7,14.8,12.3,22.7,42.4,38.3,22.8,123,104.7,79.7,45.6,26.1,131.9,114.8,90.7,54.9,33,136,119.6,96.2,60.3,37.4,4.8,13.4
39,0,0.1,0,0,0.1,0.3,0.3,0.3,0.4,0.2,0.7,1.1,1.3,1,0.7,1.1,1.9,2.4,1.9,1.4,2.4,3.3,4,3.4,2.5,4.2,4.1,5.7,6.8,7.4,11.5,11.2,9,14.9,28.5,36.5,22.6,122.9,104.4,79.7,45.5,26,131.9,114.5,90.9,54.9,33,136.4,119.7,96.1,60.2,37.4,4.6,10.1
40,0,0.1,0.1,0.1,0.1,0.3,0.3,0.3,0.3,0.2,0.7,1,1.2,1,0.6,1.1,1.8,2.2,1.9,1.4,2.3,3.1,3.8,3.2,2.3,4,3.8,5.3,6.3,6,8.4,7.8,7.4,11.4,18.2,33.3,22.3,122.8,104.2,79.5,45.3,25.9,131.9,114.6,91.1,54.8,33,136.7,119.8,96.1,60.1,37.3,4.5,7.4
41,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.3,0.3,0.1,0.7,0.8,1.2,1,0.6,1.1,1.7,2.1,1.8,1.3,2.1,3,3.7,3.1,2.2,3.8,3.6,4.9,5.8,5.4,6,5.7,6.4,9.5,13,28.1,21.7,122.8,104,79.2,45.3,25.9,131.9,114.8,91.1,54.8,33,136.5,119.9,96.2,60.1,37.3,4.3,5.6
42,0.1,0.1,0.1,0.1,0.1,0.4,0.4,0.4,0.3,0.2,0.6,0.7,1.1,0.9,0.6,1.1,1.6,2,1.7,1.2,2,2.9,3.5,3,2.1,3.5,3.4,4.5,5.6,4.8,4.5,4.7,5.7,8.4,10.7,21,20.8,122.5,103.9,79,45.3,25.9,132.1,114.9,91,54.7,33.1,136.2,119.9,96.3,60,37.3,4.1,4.6
43,0.2,0.1,0.1,0,0.2,0.3,0.3,0.4,0.3,0.3,0.6,0.7,1.1,0.9,0.6,1,1.5,2,1.6,1.1,1.9,2.7,3.4,2.9,2,3.2,3.3,4.2,5.3,4.5,3.9,3.8,5.2,7.5,9.3,14.3,19.4,122.2,103.7,78.7,45.1,25.9,132.3,114.9,90.9,54.8,33,136.3,120,96.4,60.1,37.4,4.1,3.9
44,0.2,0.1,0,0,0.2,0.3,0.3,0.3,0.3,0.2,0.6,0.8,1.1,0.9,0.5,0.9,1.4,2,1.5,1,1.9,2.6,3.3,2.8,2,3.1,3.1,4.1,5.1,4.2,3.5,3.5,4.9,6.9,8.3,10.2,17.1,121.4,103.3,78.4,44.8,25.9,132.3,114.9,90.8,54.9,33,136.5,120.2,96.5,60.2,37.4,3.9,3.7
45,0.2,0.1,0,0,0.3,0.3,0.3,0.3,0.3,0.1,0.5,0.8,1,0.9,0.5,0.9,1.3,1.8,1.5,0.9,1.8,2.4,3.1,2.7,2,3.1,2.9,3.9,4.8,4,3.3,3.1,4.6,6.4,7.7,7.9,14,120.4,102.7,78.1,44.6,25.8,132.3,114.9,90.9,54.8,33,136.7,120.4,96.6,60.2,37.4,3.7,3.2
46,0.2,0.1,0.1,0.1,0.3,0.3,0.2,0.3,0.3,0.1,0.4,0.8,1,0.8,0.4,0.8,1.3,1.7,1.5,0.9,1.6,2.2,2.9,2.6,1.9,3,2.8,3.7,4.6,3.8,3.1,3,4.3,5.9,7.1,6.9,10.5,119.5,101.9,77.8,44.5,25.7,132.6,115.2,91,54.8,32.9,137,120.4,96.7,60.2,37.2,3.7,3
47,0.2,0.1,0.1,0.1,0.3,0.2,0.1,0.3,0.2,0.1,0.3,0.7,0.9,0.8,0.4,0.8,1.2,1.6,1.4,0.9,1.5,2.1,2.7,2.5,1.8,2.6,2.6,3.6,4.3,3.7,2.8,2.9,4.1,5.5,6.7,6.4,7.7,116.3,100.7,77.4,44.4,25.6,132.8,115.4,91,54.7,32.9,137.2,120.5,96.9,60.2,37.2,3.6,3
48,0.2,0.2,0.1,0.2,0.2,0.2,0.1,0.4,0.2,0.1,0.3,0.6,0.8,0.8,0.3,0.8,1.2,1.5,1.3,0.9,1.4,2,2.7,2.5,1.7,2.4,2.5,3.4,4.2,3.7,2.7,2.7,3.9,5.2,6.3,5.9,5.8,110.8,99.2,76.8,44.3,25.5,132.8,115.5,90.9,54.6,32.9,137.3,120.5,96.9,60.2,37.2,3.3,2.9
49,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.4,0.3,0.1,0.4,0.6,0.8,0.7,0.3,0.7,1.1,1.5,1.3,0.9,1.4,2,2.6,2.4,1.6,2.7,2.4,3.3,4,3.5,2.7,2.5,3.7,5,6.1,5.6,4.9,97.4,95.9,76.2,44.1,25.3,132.9,115.4,91,54.6,32.9,137.4,120.5,96.8,60.2,37.2,3.2,2.7
50,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.4,0.3,0.1,0.4,0.6,0.8,0.6,0.4,0.7,1,1.4,1.3,0.9,1.3,1.9,2.4,2.3,1.6,2.3,2.3,3.1,3.9,3.3,2.7,2.5,3.5,4.8,5.8,5.2,4.4,74.6,90.3,75.2,44,25.3,133,115.4,91,54.6,33,137.5,120.7,96.8,60.2,37.2,3.2,2.7
