0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
Scan Type:,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Inline,Inline,Inline,Inline,Inline,Inline,Inline
Radiation Type:,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons
Energy:,6 MV,6 MV,6 MV,6 MV,6 MV,6 MV,6 MV,6 MV,6 MV,6 MV,6 MV,6 MV,6 MV,6 MV,6 MV,6 MV,6 MV,6 MV,6 MV,6 MV,6 MV,6 MV,6 MV,6 MV,6 MV,6 MV,6 MV,6 MV,6 MV,6 MV,6 MV,6 MV
Fieldsize:,40 x 40 mm,40 x 40 mm,40 x 40 mm,40 x 40 mm,40 x 40 mm,70 x 70 mm,70 x 70 mm,70 x 70 mm,70 x 70 mm,70 x 70 mm,100 x 100 mm,100 x 100 mm,100 x 100 mm,100 x 100 mm,100 x 100 mm,200 x 200 mm,200 x 200 mm,200 x 200 mm,200 x 200 mm,200 x 200 mm,300 x 300 mm,300 x 300 mm,300 x 300 mm,300 x 300 mm,300 x 300 mm,40 x 40 mm,40 x 40 mm,70 x 70 mm,70 x 70 mm,100 x 100 mm,200 x 200 mm,300 x 300 mm
Depth:,15.0 mm,50.0 mm,100.0 mm,200.0 mm,300.0 mm,15.0 mm,50.0 mm,100.0 mm,200.0 mm,300.0 mm,15.0 mm,50.0 mm,100.0 mm,200.0 mm,300.0 mm,15.0 mm,50.0 mm,100.0 mm,200.0 mm,300.0 mm,15.0 mm,50.0 mm,100.0 mm,200.0 mm,300.0 mm,15.0 mm,50.0 mm,15.0 mm,50.0 mm,15.0 mm,15.0 mm,15.0 mm
,Color [Blue],Color [MediumVioletRed],Color [DeepPink],Color [DarkOrchid],Color [DarkBlue],Color [Gold],Color [Teal],Color [DarkCyan],Color [DarkMagenta],Color [DarkGoldenrod],Color [CornflowerBlue],Color [MediumVioletRed],Color [SlateBlue],Color [Teal],Color [Orange],Color [DarkOrange],Color [Gold],Color [ForestGreen],Color [Blue],Color [DeepPink],Color [DarkTurquoise],Color [Brown],Color [CornflowerBlue],Color [DarkOliveGreen],Color [DarkOrange],Color [ForestGreen],Color [SlateBlue],Color [Brown],Color [Orange],Color [DarkOliveGreen],Color [DarkRed],Color [DarkGreen]
Coordinate [mm]:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1,100,100,99.9,38.3,21.3,100,100,77,43,24.4,100,105.7,81.5,46.8,27,100,112.6,89.8,54.8,32.9,100,116.5,94,59.1,36.4,119.9,22039.3,125,23469.6,128.4,134.9,138.6
0,100,100,100,38.2,21.3,100,100,77.1,43,24.4,100,105.7,81.5,46.8,27,100,112.6,89.8,54.8,32.9,100,116.4,94.1,59.1,36.4,119.9,22040.3,125,23451.5,128.4,134.9,138.6
1,100,100.1,100,38.3,21.3,100,100,77.1,43,24.4,100.1,105.7,81.5,46.8,26.9,100,112.6,89.8,54.8,32.9,100,116.4,94.1,59.1,36.3,119.9,22048.2,125,23440.6,128.4,135,138.5
2,100.1,100,100.1,38.3,21.3,100.1,100,77.1,43.1,24.4,100.1,105.8,81.5,46.8,27,100,112.6,89.7,54.9,32.9,99.9,116.5,94.1,59.1,36.3,119.9,22030.6,125.1,23464,128.4,134.9,138.5
3,100.1,100,100.1,38.3,21.3,100.1,100.1,77.1,43.1,24.4,100.1,105.7,81.6,46.9,27,100.1,112.7,89.8,54.8,32.9,100,116.6,94.2,59.1,36.3,119.8,22023.8,125.1,23463.9,128.4,134.9,138.5
4,100.1,100,100,38.3,21.3,100.2,100,77.1,43,24.4,100.1,105.7,81.6,46.9,27,100.1,112.8,89.8,54.8,32.9,100.1,116.6,94.2,59.1,36.3,119.8,22007.1,125.1,23439.3,128.5,134.9,138.6
5,100.1,100,100,38.2,21.3,100.2,100,77.1,43,24.4,100.1,105.8,81.6,46.9,27,100.2,112.8,89.8,54.8,32.9,100.2,116.7,94.2,59.1,36.3,119.8,21999.9,125.1,23442.4,128.6,135,138.7
6,100.2,100,99.9,38.2,21.3,100.2,100.1,77.1,43,24.4,100.2,105.8,81.6,46.9,27,100.2,112.9,89.9,54.8,32.9,100.2,116.7,94.2,59.1,36.3,119.8,21987.7,125.1,23444.9,128.6,135.1,138.8
7,100.1,99.9,99.9,38.2,21.3,100.2,100.1,77,43,24.4,100.2,105.9,81.6,46.9,27,100.3,112.9,89.9,54.8,32.9,100.3,116.7,94.2,59.2,36.4,119.8,21960.1,125.1,23444.4,128.6,135.2,138.8
8,100.1,99.8,99.8,38.1,21.3,100.2,100.1,77,43.1,24.4,100.3,106,81.6,46.9,27,100.3,113,90,54.9,33,100.3,116.8,94.3,59.3,36.4,119.7,21949.7,125.2,23443.3,128.6,135.2,138.8
9,99.9,99.7,99.7,38.1,21.3,100.2,100.1,77,43.1,24.4,100.3,106,81.7,46.9,27,100.4,113.1,90,54.9,32.9,100.4,116.8,94.3,59.2,36.4,119.5,21913.2,125.2,23448,128.7,135.2,138.9
10,99.8,99.5,99.6,38.1,21.2,100.2,100.2,76.9,43,24.4,100.4,106,81.7,46.8,27,100.5,113.1,90.1,54.9,32.9,100.5,116.9,94.4,59.2,36.4,119.3,21846.3,125.2,23442.3,128.7,135.3,139
11,99.5,99.2,99.2,38,21.2,100.2,100.2,77,43,24.4,100.4,106.1,81.7,46.9,27,100.6,113.2,90.1,54.9,33,100.6,117,94.5,59.2,36.4,118.7,21770.3,125.2,23440.4,128.8,135.4,139.1
12,99.2,98.9,98.8,37.9,21.2,100.3,100.1,77,43,24.3,100.5,106.1,81.7,46.9,27,100.7,113.2,90.1,54.9,33,100.6,117.1,94.6,59.2,36.4,118,21642.7,125.2,23444.2,128.9,135.5,139.2
13,98.3,98.3,98.4,37.8,21.2,100.4,100.2,77,43,24.3,100.6,106.2,81.7,46.9,27,100.8,113.3,90.1,54.9,33,100.7,117.2,94.6,59.3,36.4,116.6,21439.7,125.2,23421.6,128.9,135.5,139.2
14,97.3,97.3,97.8,37.6,21.1,100.4,100.1,76.9,43,24.3,100.6,106.2,81.7,46.8,27,100.8,113.3,90.2,54.9,32.9,100.8,117.2,94.7,59.3,36.4,114.6,21101.9,125.3,23418.8,128.9,135.6,139.3
15,95.1,95.8,96.7,37.4,21,100.5,100,76.9,42.9,24.3,100.7,106.3,81.7,46.8,27,100.8,113.4,90.2,54.9,32.9,100.9,117.3,94.7,59.3,36.4,110.4,20571.2,125.3,23407.5,128.9,135.7,139.4
16,91.7,93.2,95,37.1,20.9,100.4,100.1,76.8,42.8,24.3,100.7,106.3,81.7,46.8,27,100.9,113.4,90.2,54.9,32.9,100.9,117.3,94.7,59.3,36.4,104.1,19706.8,125.3,23393,128.9,135.8,139.4
17,84.5,88.8,92.3,36.5,20.8,100.4,100,76.7,42.8,24.3,100.8,106.3,81.7,46.8,27,100.9,113.4,90.3,55,32.9,100.9,117.4,94.7,59.4,36.5,94.7,18361.5,125.3,23382.7,129,135.8,139.5
18,74.9,81.4,87.7,35.9,20.6,100.4,100,76.6,42.7,24.2,100.8,106.3,81.7,46.8,26.9,101,113.5,90.3,55,32.9,100.9,117.5,94.8,59.4,36.5,83.9,16680.8,125.2,23392.8,129,135.9,139.6
19,62.9,71.2,80.6,34.8,20.2,100.4,99.9,76.5,42.7,24.2,100.8,106.3,81.6,46.8,26.9,101.1,113.6,90.4,55,33,101,117.6,94.8,59.4,36.4,70,14518,125.1,23328.8,129.1,136,139.7
20,50.3,59.7,70.8,32.9,19.8,100.3,99.7,76.4,42.6,24.2,100.9,106.2,81.6,46.8,26.9,101.1,113.7,90.4,55,33,101.2,117.6,94.9,59.4,36.5,54.9,12050.2,125.1,23298.6,129,136,139.7
21,37.9,47.6,59.8,30.2,18.9,100.2,99.6,76.3,42.5,24.1,100.9,106.3,81.5,46.8,26.9,101.2,113.8,90.4,55,33,101.2,117.7,95,59.4,36.5,40.7,9446.1,125,23269.6,129,136.1,139.8
22,26.5,36,48.3,26.6,18,100.1,99.5,76.1,42.5,24.1,100.9,106.3,81.5,46.8,26.9,101.3,113.8,90.5,55,32.9,101.3,117.8,95,59.5,36.5,27.6,7049,124.8,23226.9,128.9,136.1,139.9
23,17.3,25.6,37.2,22.7,16.5,100,99.3,76,42.4,24.1,100.9,106.2,81.5,46.7,26.8,101.3,113.8,90.5,55,32.9,101.3,117.8,95,59.4,36.5,18.5,4881.8,124.6,23181.6,128.9,136.2,139.9
24,10.6,17.1,27.2,18.6,14.6,99.9,99.1,75.8,42.3,24,100.9,106.2,81.5,46.6,26.8,101.2,113.8,90.5,55,32.9,101.3,117.9,95,59.4,36.4,11.7,3409.7,124.3,23131.6,128.8,136.2,139.9
25,7.3,11.8,19.1,14.6,12.5,99.6,98.8,75.6,42.3,24,100.9,106.2,81.4,46.5,26.8,101.2,113.8,90.5,55,32.9,101.3,117.9,95,59.4,36.4,8.6,2441.4,123.9,23042.9,128.8,136.2,140
26,5.4,8.7,13.9,11,10.3,99.3,98.5,75.4,42.2,23.9,100.8,106.1,81.3,46.5,26.8,101.3,113.9,90.6,54.9,32.9,101.4,117.9,95.1,59.4,36.4,6.5,1881.5,123.3,22941.8,128.7,136.2,140
27,4.4,7,10.7,8.1,8.2,98.8,98,75.1,42.1,23.9,100.7,106.1,81.2,46.4,26.7,101.4,113.9,90.6,54.9,32.9,101.4,117.9,95.1,59.4,36.4,5.5,1538.9,122.4,22808.5,128.6,136.2,140
28,3.5,5.8,8.9,6.2,6.3,98.1,97.5,74.8,42,23.8,100.7,106,81.1,46.4,26.7,101.4,113.9,90.5,54.9,32.9,101.5,118,95.1,59.4,36.4,4.5,1305.3,121,22647.9,128.5,136.2,140
29,3.1,5.1,7.7,5.2,5.1,97.2,96.7,74.4,41.8,23.8,100.7,105.8,81.1,46.3,26.6,101.4,113.9,90.5,54.9,32.9,101.5,118,95,59.4,36.4,4,1149.7,119.2,22358.4,128.5,136.2,140
30,2.7,4.5,6.8,4.2,3.8,95.4,95.6,73.9,41.6,23.7,100.7,105.7,80.9,46.3,26.6,101.4,113.9,90.6,54.9,32.9,101.5,118,95,59.4,36.5,3.6,1040.8,115,21992.8,128.4,136.2,140
31,2.4,4.1,6.2,3.8,3.3,92.4,94,73.1,41.4,23.6,100.7,105.6,80.7,46.2,26.6,101.5,113.9,90.5,54.9,32.9,101.5,118,95.1,59.4,36.5,3.3,954.6,109.5,21306.5,128.3,136.3,140
32,2.2,3.8,5.7,3.4,2.7,86.7,91.2,72.2,41.2,23.6,100.6,105.5,80.6,46.1,26.6,101.5,114,90.5,54.9,32.9,101.6,118.1,95.1,59.4,36.5,3.1,882.5,100.8,20376.7,128.2,136.3,140
33,2.1,3.5,5.4,3.1,2.5,78.4,86.4,70.5,40.9,23.5,100.4,105.3,80.5,46,26.5,101.5,114,90.5,54.9,32.9,101.6,118.2,95.1,59.4,36.4,3,836.1,90.2,18873.7,128.1,136.3,140.1
34,2,3.3,5.1,2.9,2.2,67.5,79.1,68.2,40.5,23.4,100.4,105.2,80.4,45.9,26.5,101.6,114.1,90.5,54.8,32.8,101.7,118.2,95.1,59.4,36.4,2.8,792.5,76.7,17141.6,128,136.3,140.2
35,1.9,3.1,4.8,2.8,2.1,55.5,69.2,64,39.9,23.2,100.3,105.1,80.2,45.8,26.4,101.6,114.1,90.5,54.8,32.8,101.8,118.3,95.1,59.4,36.5,2.7,753.7,62.3,14810.6,127.9,136.4,140.1
36,1.8,2.9,4.5,2.7,2,43.4,58.4,58.3,39.2,23.1,100.3,105,80.1,45.7,26.4,101.7,114.2,90.5,54.8,32.8,101.8,118.3,95.1,59.4,36.4,2.6,714.7,47.6,12335.4,127.8,136.4,140.2
37,1.7,2.7,4.3,2.6,1.9,31.8,46.9,50.9,38.1,22.9,100.2,104.8,79.9,45.6,26.3,101.8,114.2,90.5,54.8,32.8,101.9,118.3,95.2,59.4,36.4,2.5,682.9,33.7,9677.4,127.7,136.5,140.3
38,1.6,2.6,4.1,2.4,1.8,22,36,42.9,36.3,22.6,100.1,104.6,79.7,45.6,26.3,101.8,114.2,90.5,54.8,32.7,102,118.4,95.2,59.4,36.4,2.4,662.5,23.3,7169.4,127.5,136.6,140.5
39,1.5,2.5,3.9,2.4,1.7,14.4,26.4,34.9,33.7,22.2,99.9,104.4,79.6,45.4,26.2,101.9,114.3,90.5,54.8,32.7,102,118.5,95.2,59.4,36.5,2.3,630.7,15.5,5241.1,127.3,136.7,140.6
40,1.5,2.3,3.8,2.3,1.7,10.2,18.5,27.2,30.2,21.6,99.8,104.2,79.4,45.3,26.1,102,114.3,90.5,54.7,32.7,102.1,118.5,95.3,59.4,36.4,2.3,602.1,11.9,3708.8,126.9,136.7,140.7
41,1.4,2.2,3.6,2.2,1.6,7.6,13.8,20.5,26.2,20.8,99.6,103.9,79.1,45.2,26.1,102.1,114.4,90.5,54.7,32.7,102.2,118.6,95.3,59.4,36.3,2.2,584.3,9.5,2947.6,126.6,136.8,140.8
42,1.4,2.1,3.5,2.1,1.6,6.3,10.7,15.2,22,19.4,99.2,103.6,78.9,45,26,102.2,114.5,90.6,54.7,32.7,102.3,118.6,95.3,59.3,36.4,2.1,561.3,8.2,2390.5,125.8,136.9,140.9
43,1.3,2,3.3,2,1.5,5.4,9.1,12.1,17.9,17.9,98.7,103.2,78.7,44.9,26,102.2,114.6,90.6,54.7,32.7,102.4,118.7,95.3,59.3,36.4,2.1,536.2,7.1,2092.7,124.8,137,141.1
44,1.2,2,3.2,2,1.5,4.8,7.9,10.2,14.2,15.8,97.9,102.6,78.3,44.9,25.9,102.3,114.6,90.5,54.6,32.7,102.5,118.8,95.4,59.4,36.3,2,519.3,6.5,1874.3,123.2,137.2,141.3
45,1.2,1.9,3.1,1.9,1.5,4.4,7.2,9,11.1,13.6,96.5,101.7,78,44.7,25.8,102.4,114.7,90.6,54.7,32.7,102.6,118.9,95.5,59.4,36.3,1.9,501.8,6,1717.2,119.4,137.3,141.4
46,1.1,1.8,2.9,1.9,1.4,4.1,6.5,8,9,11.4,94.3,100.7,77.5,44.6,25.8,102.5,114.7,90.6,54.7,32.6,102.7,118.9,95.5,59.3,36.3,1.9,478.2,5.7,1591.6,114.7,137.4,141.4
47,1.1,1.7,2.8,1.8,1.4,3.8,6.1,7.4,7.8,9.3,89.8,98.8,76.9,44.4,25.7,102.5,114.7,90.7,54.6,32.6,102.8,119,95.6,59.4,36.3,1.8,464.9,5.4,1499.1,105.9,137.5,141.5
48,1,1.6,2.7,1.7,1.4,3.6,5.7,6.9,6.7,7.6,82.5,96,76,44.2,25.6,102.6,114.8,90.7,54.5,32.7,102.8,119.1,95.7,59.4,36.3,1.8,450.5,5.2,1417.7,96.4,137.5,141.6
49,1,1.6,2.7,1.7,1.3,3.4,5.4,6.5,6.2,6.3,72.2,90.6,75,44,25.6,102.7,114.8,90.7,54.5,32.6,102.9,119.2,95.7,59.4,36.3,1.7,432.9,5,1352.3,81.9,137.5,141.7
50,1,1.6,2.5,1.7,1.3,3.2,5.1,6.1,5.7,5.4,60.7,82.8,73.2,43.7,25.5,102.7,114.9,90.7,54.5,32.6,102.9,119.3,95.8,59.3,36.3,1.7,430,4.8,1302.5,67.8,137.6,141.8
51,1,1.5,2.4,1.6,1.3,3.1,4.8,5.9,5.4,4.7,48.5,72.4,70.1,43.4,25.4,102.8,114.9,90.7,54.5,32.6,103,119.4,95.8,59.3,36.3,1.6,412.5,4.6,1245.7,52.6,137.6,141.8
52,0.9,1.5,2.4,1.6,1.2,2.9,4.6,5.6,5.1,4.2,36.6,60.9,65.6,43.1,25.3,102.8,114.9,90.7,54.5,32.6,103,119.4,95.8,59.3,36.3,1.6,395.2,4.5,1196.1,39.1,137.7,141.9
53,0.9,1.4,2.3,1.5,1.2,2.8,4.4,5.4,4.9,3.9,26.2,49.1,58.8,42.5,25.1,102.8,114.9,90.7,54.5,32.5,103.1,119.5,95.9,59.3,36.3,1.5,388.1,4.4,1154.8,27.5,137.8,142
54,0.9,1.4,2.2,1.5,1.2,2.7,4.2,5.2,4.7,3.7,17.6,37.9,51.1,41.9,25,102.8,115,90.7,54.5,32.5,103.1,119.5,95.9,59.3,36.3,1.5,369.1,4.2,1119,19.1,137.8,142.1
55,0.9,1.3,2.1,1.4,1.1,2.6,4,4.9,4.6,3.5,12.6,28.1,42.8,40.8,24.9,102.8,115,90.6,54.4,32.5,103.1,119.6,95.9,59.3,36.2,1.4,363.3,4.1,1079.3,14.6,137.8,142.1
56,0.9,1.3,2.1,1.4,1.1,2.5,3.9,4.8,4.4,3.4,9.5,20.3,34.5,39,24.7,102.8,115,90.6,54.4,32.5,103.2,119.6,95.9,59.3,36.2,1.4,347.1,4,1048.5,11.8,137.8,142.1
57,0.8,1.2,2,1.4,1.1,2.4,3.7,4.6,4.3,3.3,7.9,15.6,27,36.6,24.4,102.8,115,90.6,54.4,32.4,103.2,119.7,95.9,59.3,36.3,1.3,342.3,3.9,1013.2,10.2,137.8,142.1
58,0.8,1.2,2,1.3,1.1,2.3,3.5,4.4,4.1,3.2,7,12.7,20.6,33.2,24.1,102.9,115,90.5,54.3,32.4,103.3,119.6,95.9,59.3,36.2,1.3,327.1,3.8,979.4,9.1,137.7,142.2
59,0.8,1.2,1.9,1.3,1,2.2,3.4,4.2,4,3.1,6.2,11,16.1,29.2,23.7,102.9,114.9,90.5,54.3,32.4,103.3,119.6,95.8,59.3,36.2,1.3,320.2,3.7,943.8,8.4,137.7,142.2
60,0.8,1.1,1.8,1.3,1,2.2,3.3,4.1,3.9,3,5.7,9.9,13.3,24.9,22.9,102.9,114.9,90.5,54.3,32.4,103.3,119.6,95.9,59.3,36.2,1.3,315.5,3.6,924.7,7.9,137.6,142.2
61,0.7,1.1,1.8,1.3,1,2.1,3.2,4,3.8,2.9,5.3,9.1,11.7,20.7,22,102.9,114.9,90.4,54.2,32.3,103.4,119.7,95.9,59.3,36.2,1.2,307.5,3.4,895.4,7.4,137.6,142.3
62,0.7,1.1,1.8,1.2,1,2,3,3.8,3.7,2.9,5,8.4,10.7,16.9,20.6,102.9,114.9,90.3,54.1,32.3,103.4,119.7,95.9,59.3,36.2,1.2,302.4,3.3,861.9,7.1,137.7,142.3
63,0.7,1,1.7,1.2,0.9,2,2.9,3.7,3.6,2.8,4.7,7.9,9.8,13.6,18.8,102.9,114.8,90.3,54.1,32.3,103.4,119.8,95.9,59.2,36.1,1.2,294.3,3.2,834.7,6.9,137.7,142.3
64,0.7,1,1.7,1.1,0.9,1.9,2.8,3.6,3.5,2.8,4.5,7.4,9.2,11.2,16.6,102.8,114.8,90.2,54,32.2,103.5,119.8,95.9,59.2,36.1,1.1,281.3,3.1,804.8,6.7,137.7,142.3
65,0.7,1,1.6,1.1,0.9,1.8,2.7,3.5,3.4,2.7,4.3,7.1,8.7,9.9,14.4,102.8,114.8,90.2,53.9,32.2,103.5,119.8,95.9,59.2,36.1,1.1,276.2,3,783,6.4,137.7,142.4
66,0.7,1,1.6,1.1,0.9,1.8,2.7,3.3,3.3,2.6,4.1,6.8,8.3,8.7,12.1,102.9,114.8,90.1,53.9,32.1,103.5,119.8,95.9,59.2,36.1,1.1,271.1,3,760.7,6.3,137.6,142.4
67,0.7,1,1.6,1.1,0.9,1.7,2.5,3.2,3.2,2.6,4,6.5,7.9,8.1,10.1,102.9,114.7,90,53.9,32.1,103.5,119.8,95.9,59.2,36.1,1.1,263.9,2.9,742,6.1,137.6,142.5
68,0.7,1,1.5,1.1,0.8,1.6,2.4,3.1,3.1,2.5,3.9,6.2,7.6,7.6,8.6,102.8,114.7,89.9,53.8,32.1,103.6,119.8,95.9,59.1,36.1,1,261.2,2.8,712.6,5.9,137.6,142.5
69,0.6,0.9,1.5,1,0.8,1.6,2.4,3,3,2.4,3.7,6,7.3,7.2,7.2,102.8,114.6,89.8,53.8,32,103.6,119.9,95.9,59.1,36.1,1,254.2,2.8,695.7,5.8,137.5,142.6
70,0.6,0.9,1.4,1,0.8,1.6,2.3,2.9,3,2.4,3.6,5.7,7.1,6.9,6.4,102.9,114.6,89.7,53.7,32,103.6,119.9,95.8,59,36.1,1,247.7,2.7,683.5,5.7,137.5,142.6
71,,,1.4,1,0.8,1.5,2.2,2.8,2.9,2.3,3.4,5.5,6.8,6.7,5.8,102.9,114.6,89.7,53.6,32,103.6,119.9,95.8,59,36,,,2.6,656.7,5.5,137.5,142.6
72,,,,1,0.8,1.5,2.2,2.7,2.8,2.3,3.3,5.3,6.6,6.5,5.4,102.8,114.5,89.7,53.5,31.9,103.7,119.9,95.8,59,36,,,2.5,648.5,5.3,137.4,142.6
73,,,,0.9,0.8,1.4,2.1,2.7,2.7,2.2,3.2,5.1,6.4,6.3,5.1,102.8,114.4,89.6,53.4,31.8,103.7,119.9,95.8,59,36,,,2.5,629,5.2,137.4,142.7
74,,,,,0.7,1.4,2,2.6,2.7,2.2,3.1,4.9,6.1,6.1,4.9,102.8,114.4,89.4,53.4,31.8,103.7,119.9,95.8,59,36,,,2.4,605.3,5,137.3,142.7
75,,,,,0.7,1.4,2,2.5,2.6,2.1,3,4.8,5.9,5.9,4.7,102.8,114.3,89.3,53.3,31.7,103.7,119.9,95.7,58.9,35.9,,,2.4,586.8,4.9,137.3,142.7
76,,,,,,1.3,1.9,2.5,2.6,2.1,2.9,4.6,5.7,5.7,4.6,102.7,114.2,89.2,53.2,31.7,103.8,119.9,95.7,58.9,35.9,,,2.3,573.4,4.8,137.2,142.7
77,,,,,,1.3,1.9,2.4,2.5,2,2.8,4.4,5.6,5.6,4.5,102.7,114.1,89.1,53.1,31.6,103.8,119.9,95.8,58.9,35.9,,,2.2,563.2,4.7,137.1,142.8
78,,,,,,1.3,1.8,2.3,2.4,2,2.7,4.3,5.4,5.5,4.3,102.7,114,89,53,31.6,103.8,119.9,95.7,58.8,35.9,,,2.2,544.2,4.6,137.1,142.8
79,,,,,,1.3,1.8,2.2,2.4,2,2.6,4.2,5.2,5.3,4.2,102.6,114,88.9,52.9,31.5,103.8,119.9,95.7,58.8,35.8,,,2.1,527.3,4.5,137,142.9
80,,,,,,1.2,1.8,2.2,2.3,1.9,2.5,4,5.1,5.2,4.2,102.6,113.9,88.8,52.8,31.5,103.9,119.9,95.7,58.8,35.8,,,2.1,509.2,4.4,136.9,142.9
81,,,,,,1.2,1.7,2.1,2.3,1.9,2.5,3.9,4.9,5,4.1,102.5,113.7,88.6,52.7,31.4,103.9,119.9,95.6,58.8,35.8,,,2.1,503,4.3,136.8,143
82,,,,,,1.2,1.6,2.1,2.2,1.8,2.4,3.8,4.8,4.9,4,102.4,113.6,88.4,52.6,31.4,103.9,120,95.6,58.7,35.8,,,2,494.2,4.2,136.7,143
83,,,,,,1.1,1.6,2,2.2,1.8,2.3,3.7,4.6,4.8,3.9,102.3,113.5,88.3,52.5,31.4,103.9,120,95.6,58.7,35.7,,,2,489.9,4.1,136.6,143
84,,,,,,1.1,1.6,2,2.1,1.8,2.3,3.6,4.5,4.7,3.8,102.3,113.3,88.2,52.4,31.3,103.9,120,95.6,58.7,35.7,,,1.9,474.5,4,136.4,142.9
85,,,,,,1.1,1.6,1.9,2.1,1.7,2.2,3.5,4.3,4.6,3.7,102.2,113.2,88.1,52.4,31.2,103.9,120,95.6,58.6,35.6,,,1.9,468.7,3.9,136.3,143
86,,,,,,,1.5,1.9,2,1.7,2.2,3.4,4.2,4.5,3.7,102.1,113,87.9,52.3,31.1,103.9,120,95.6,58.5,35.6,,,,459.1,3.8,136.1,143
87,,,,,,,,1.8,2,1.7,2.1,3.3,4.1,4.4,3.6,102,112.8,87.8,52.2,31.1,103.9,120,95.6,58.5,35.6,,,,,3.7,136,143
88,,,,,,,,1.8,1.9,1.6,2.1,3.2,4,4.3,3.5,101.9,112.6,87.5,52.1,31,104,120,95.5,58.5,35.6,,,,,3.6,135.7,143
89,,,,,,,,,1.9,1.6,2,3.1,3.9,4.2,3.4,101.7,112.3,87.3,51.9,31,104,119.9,95.4,58.4,35.5,,,,,3.5,135.4,143
90,,,,,,,,,1.9,1.6,2,3,3.8,4.1,3.4,101.5,112.1,87.2,51.8,30.9,103.9,119.9,95.4,58.4,35.5,,,,,3.5,135,143
91,,,,,,,,,1.8,1.6,1.9,3,3.7,4,3.3,101.3,111.9,86.9,51.7,30.8,104,119.9,95.4,58.3,35.4,,,,,3.4,134.6,143
92,,,,,,,,,,1.5,1.9,2.9,3.6,3.9,3.2,100.9,111.6,86.7,51.6,30.8,104,119.9,95.4,58.3,35.4,,,,,3.3,133.9,143.1
93,,,,,,,,,,1.5,1.8,2.8,3.5,3.8,3.2,100.5,111.2,86.5,51.5,30.7,104,119.9,95.3,58.2,35.4,,,,,3.3,133.3,143
94,,,,,,,,,,1.5,1.8,2.8,3.4,3.7,3.1,99.9,110.8,86.2,51.3,30.6,104,119.9,95.3,58.2,35.4,,,,,3.2,131.7,143
95,,,,,,,,,,1.5,1.8,2.7,3.3,3.6,3,99.2,110.4,85.9,51.2,30.6,104.1,119.9,95.3,58.2,35.4,,,,,3.1,129.6,143.1
96,,,,,,,,,,,1.8,2.6,3.3,3.5,3,97.9,109.8,85.6,51,30.5,104.1,119.9,95.2,58.2,35.3,,,,,3.1,125.3,143.1
97,,,,,,,,,,,1.7,2.6,3.2,3.4,2.9,95.8,109.1,85.3,50.9,30.4,104.1,119.9,95.2,58.1,35.3,,,,,3,119.2,143.2
98,,,,,,,,,,,1.7,2.5,3.1,3.4,2.9,91.5,108.1,84.9,50.7,30.3,104.1,119.8,95.1,58,35.2,,,,,2.9,109.6,143.2
99,,,,,,,,,,,1.6,2.5,3,3.3,2.8,84.5,106.9,84.5,50.5,30.2,104.1,119.8,95.1,58,35.2,,,,,2.9,98.2,143.2
100,,,,,,,,,,,1.6,2.4,3,3.2,2.8,74.5,105,84.1,50.4,30.2,104.1,119.8,95.1,57.9,35.2,,,,,2.8,83.6,143.2
101,,,,,,,,,,,,2.4,2.9,3.2,2.7,63.2,101.6,83.5,50.2,30.1,104.1,119.8,95,57.9,35.1,,,,,,67.8,143.2
102,,,,,,,,,,,,2.3,2.8,3.1,2.7,51.2,96.1,83,50,30,104.1,119.8,94.9,57.8,35.1,,,,,,52.6,143.3
103,,,,,,,,,,,,,2.8,3,2.6,39.5,87,82.1,49.8,29.9,104.1,119.8,94.9,57.7,35.1,,,,,,38.1,143.3
104,,,,,,,,,,,,,2.7,3,2.6,29.1,76.2,81.1,49.6,29.8,104.1,119.8,94.8,57.7,35,,,,,,28.1,143.3
105,,,,,,,,,,,,,,2.9,2.5,20.4,63.9,79.5,49.4,29.7,104.1,119.8,94.7,57.6,35,,,,,,20.6,143.2
106,,,,,,,,,,,,,,2.8,2.5,15.2,51.8,76.8,49.2,29.6,104.1,119.7,94.7,57.6,34.9,,,,,,17.2,143.2
107,,,,,,,,,,,,,,2.8,2.4,12.2,40.3,72.6,49,29.5,104.1,119.7,94.7,57.5,34.9,,,,,,15,143.3
108,,,,,,,,,,,,,,2.8,2.4,10.6,30.3,66.1,48.7,29.4,104.1,119.7,94.6,57.4,34.9,,,,,,13.8,143.3
109,,,,,,,,,,,,,,2.7,2.4,9.6,23.1,58.4,48.5,29.3,104.1,119.7,94.5,57.4,34.8,,,,,,12.8,143.4
110,,,,,,,,,,,,,,,2.3,8.9,18.7,49.9,48.2,29.2,104.2,119.6,94.5,57.3,34.8,,,,,,12.2,143.4
