8.9,63,64.8,65.91,66.95,67.96,68.77,69.34,69.89,70.44,71.33,72,72.33,72.53,72.93,73.33,74.04,74.65,75.09,75.53,75.97
9,62.6,64.37,65.51,66.53,67.54,68.38,68.96,69.52,70.08,70.98,71.65,71.99,72.19,72.59,72.99,73.72,74.35,74.78,75.22,75.66
9.1,62.21,63.91,65.12,66.13,67.14,67.99,68.59,69.14,69.7,70.64,71.31,71.65,71.85,72.24,72.63,73.39,74.03,74.47,74.9,75.33
9.2,61.83,63.54,64.74,65.74,66.77,67.63,68.19,68.76,69.32,70.27,70.97,71.32,71.51,71.9,72.29,73.05,73.72,74.15,74.59,75.03
9.3,61.44,63.2,64.34,65.37,66.39,67.26,67.81,68.38,68.95,69.89,70.6,70.96,71.16,71.57,71.97,72.72,73.39,73.83,74.27,74.71
9.4,61.05,62.8,63.94,64.98,65.99,66.89,67.43,68.01,68.59,69.53,70.22,70.57,70.78,71.21,71.64,72.38,73.05,73.5,73.96,74.42
9.5,60.66,62.36,63.55,64.59,65.59,66.51,67.05,67.65,68.24,69.17,69.86,70.2,70.42,70.86,71.3,72.05,72.72,73.19,73.66,74.13
9.6,60.25,61.92,63.17,64.23,65.22,66.13,66.68,67.27,67.86,68.8,69.51,69.87,70.09,70.52,70.96,71.73,72.4,72.88,73.35,73.82
9.7,59.84,61.49,62.77,63.85,64.85,65.74,66.33,66.91,67.49,68.43,69.16,69.52,69.75,70.19,70.64,71.42,72.09,72.57,73.05,73.53
9.8,59.43,61.13,62.39,63.44,64.46,65.36,65.95,66.54,67.13,68.07,68.8,69.17,69.4,69.85,70.31,71.09,71.78,72.26,72.73,73.2
9.9,59.03,60.8,62.01,63.03,64.07,64.98,65.56,66.17,66.78,67.72,68.45,68.81,69.04,69.5,69.96,70.77,71.48,71.95,72.41,72.87
10,58.65,60.44,61.63,62.65,63.67,64.6,65.2,65.81,66.43,67.37,68.1,68.47,68.7,69.16,69.62,70.46,71.16,71.63,72.1,72.57
10.1,58.3,60.06,61.24,62.28,63.3,64.23,64.84,65.46,66.08,67.01,67.76,68.13,68.37,68.83,69.3,70.14,70.81,71.31,71.81,72.31
10.2,57.95,59.69,60.85,61.89,62.94,63.87,64.48,65.09,65.7,66.67,67.42,67.8,68.04,68.51,68.97,69.81,70.48,71,71.51,72.02
10.3,57.61,59.32,60.46,61.51,62.6,63.52,64.12,64.73,65.34,66.32,67.08,67.46,67.7,68.17,68.64,69.51,70.19,70.7,71.21,71.72
10.4,57.26,58.96,60.08,61.14,62.23,63.15,63.74,64.37,65,65.97,66.74,67.13,67.37,67.84,68.32,69.21,69.88,70.38,70.88,71.38
10.5,56.88,58.57,59.72,60.76,61.84,62.77,63.38,64.02,64.66,65.63,66.41,66.8,67.04,67.52,68.01,68.91,69.56,70.06,70.57,71.08
10.6,56.49,58.17,59.38,60.4,61.45,62.4,63.04,63.67,64.29,65.28,66.07,66.47,66.71,67.2,67.69,68.59,69.24,69.76,70.27,70.78
10.7,56.09,57.8,59,60.07,61.1,62.03,62.71,63.33,63.94,64.94,65.73,66.12,66.37,66.87,67.37,68.28,68.95,69.47,69.99,70.51
10.8,55.7,57.47,58.63,59.75,60.74,61.67,62.35,62.98,63.61,64.61,65.39,65.77,66.02,66.53,67.03,67.96,68.64,69.17,69.69,70.21
10.9,55.31,57.1,58.26,59.38,60.37,61.32,61.98,62.62,63.27,64.26,65.05,65.45,65.7,66.21,66.71,67.65,68.31,68.85,69.38,69.91
11,54.94,56.74,57.9,59.03,60.03,60.97,61.6,62.26,62.92,63.91,64.74,65.15,65.4,65.9,66.4,67.33,68,68.53,69.06,69.59
11.1,54.57,56.42,57.55,58.69,59.71,60.62,61.25,61.91,62.58,63.59,64.42,64.84,65.09,65.6,66.1,67,67.72,68.25,68.77,69.29
11.2,54.22,56.07,57.21,58.33,59.36,60.26,60.91,61.58,62.24,63.26,64.09,64.51,64.77,65.29,65.8,66.69,67.43,67.96,68.49,69.02
11.3,53.86,55.67,56.88,57.96,58.98,59.91,60.59,61.25,61.9,62.94,63.77,64.18,64.44,64.97,65.49,66.39,67.13,67.66,68.19,68.72
11.4,53.51,55.32,56.54,57.59,58.59,59.56,60.26,60.91,61.56,62.62,63.44,63.85,64.11,64.63,65.15,66.08,66.83,67.36,67.89,68.42
11.5,53.16,55,56.19,57.22,58.23,59.22,59.92,60.57,61.22,62.3,63.12,63.53,63.79,64.3,64.82,65.77,66.52,67.06,67.61,68.16
11.6,52.82,54.68,55.85,56.85,57.89,58.88,59.58,60.23,60.89,61.96,62.78,63.2,63.46,63.99,64.52,65.47,66.22,66.77,67.31,67.85
11.7,52.48,54.34,55.48,56.52,57.55,58.52,59.25,59.9,60.55,61.62,62.46,62.88,63.14,63.67,64.19,65.16,65.93,66.47,67.02,67.57
11.8,52.16,53.98,55.12,56.19,57.2,58.18,58.91,59.56,60.21,61.3,62.14,62.56,62.82,63.35,63.87,64.85,65.63,66.17,66.72,67.27
11.9,51.84,53.63,54.77,55.87,56.85,57.85,58.53,59.22,59.9,60.97,61.82,62.24,62.51,63.04,63.58,64.57,65.33,65.89,66.44,66.99
12,51.52,53.27,54.45,55.52,56.53,57.52,58.17,58.88,59.58,60.63,61.48,61.91,62.18,62.74,63.3,64.28,65.04,65.61,66.17,66.73
12.1,51.19,52.94,54.11,55.18,56.22,57.2,57.85,58.55,59.25,60.3,61.15,61.57,61.85,62.42,62.99,63.99,64.76,65.31,65.87,66.43
12.2,50.83,52.61,53.77,54.84,55.88,56.88,57.56,58.24,58.92,59.99,60.83,61.25,61.54,62.11,62.68,63.69,64.46,65.01,65.55,66.09
12.3,50.48,52.3,53.43,54.49,55.53,56.55,57.25,57.93,58.61,59.68,60.52,60.94,61.23,61.8,62.38,63.39,64.16,64.71,65.27,65.83
12.4,50.13,51.98,53.1,54.16,55.19,56.2,56.94,57.62,58.29,59.38,60.21,60.63,60.92,61.51,62.09,63.08,63.87,64.43,64.99,65.55
12.5,49.8,51.65,52.76,53.84,54.88,55.86,56.61,57.29,57.97,59.07,59.9,60.32,60.61,61.19,61.77,62.78,63.58,64.14,64.7,65.26
12.6,49.5,51.31,52.45,53.54,54.57,55.54,56.24,56.94,57.64,58.74,59.59,60.01,60.3,60.88,61.45,62.49,63.3,63.86,64.41,64.96
12.7,49.2,50.99,52.14,53.22,54.26,55.22,55.91,56.61,57.32,58.41,59.27,59.7,59.99,60.57,61.15,62.21,63.03,63.58,64.12,64.66
12.8,48.89,50.67,51.82,52.89,53.96,54.9,55.62,56.31,56.99,58.08,58.96,59.39,59.68,60.26,60.84,61.92,62.75,63.29,63.84,64.39
12.9,48.59,50.34,51.49,52.55,53.65,54.58,55.33,56.01,56.69,57.77,58.65,59.09,59.38,59.96,60.54,61.62,62.45,63.01,63.57,64.13
13,48.28,50,51.16,52.23,53.34,54.25,54.99,55.69,56.38,57.46,58.34,58.77,59.07,59.66,60.25,61.32,62.17,62.73,63.3,63.87
13.1,47.98,49.69,50.84,51.92,53.01,53.94,54.65,55.36,56.06,57.15,58.02,58.46,58.76,59.36,59.96,61.01,61.91,62.47,63.03,63.59
13.2,47.69,49.4,50.52,51.63,52.68,53.64,54.33,55.03,55.73,56.85,57.72,58.16,58.46,59.07,59.67,60.7,61.62,62.19,62.75,63.31
13.3,47.39,49.11,50.2,51.33,52.36,53.34,54.03,54.73,55.44,56.57,57.42,57.85,58.16,58.77,59.38,60.42,61.31,61.89,62.47,63.05
13.4,47.09,48.78,49.9,51,52.05,53.03,53.74,54.45,55.15,56.28,57.12,57.55,57.85,58.46,59.08,60.15,61.01,61.61,62.2,62.79
13.5,46.79,48.46,49.61,50.69,51.74,52.7,53.45,54.14,54.83,55.97,56.82,57.25,57.55,58.16,58.78,59.87,60.74,61.34,61.94,62.54
13.6,46.49,48.15,49.32,50.39,51.45,52.39,53.14,53.82,54.5,55.66,56.52,56.95,57.26,57.87,58.49,59.59,60.46,61.06,61.65,62.24
13.7,46.2,47.85,49.03,50.09,51.17,52.08,52.82,53.51,54.19,55.37,56.23,56.65,56.97,57.6,58.22,59.31,60.2,60.79,61.38,61.97
13.8,45.92,47.56,48.73,49.79,50.88,51.79,52.51,53.2,53.89,55.08,55.95,56.38,56.69,57.32,57.95,59.04,59.94,60.52,61.11,61.7
13.9,45.63,47.27,48.41,49.5,50.56,51.49,52.22,52.91,53.6,54.79,55.66,56.1,56.41,57.04,57.66,58.77,59.65,60.25,60.85,61.45
14,45.32,46.98,48.11,49.22,50.24,51.2,51.92,52.62,53.32,54.49,55.36,55.8,56.11,56.74,57.38,58.5,59.37,59.97,60.58,61.19
14.1,45,46.65,47.82,48.93,49.94,50.9,51.63,52.32,53.02,54.18,55.06,55.5,55.82,56.46,57.1,58.22,59.11,59.71,60.31,60.91
14.2,44.69,46.36,47.55,48.62,49.63,50.6,51.34,52.03,52.72,53.89,54.78,55.23,55.55,56.19,56.82,57.95,58.84,59.44,60.04,60.64
14.3,44.39,46.11,47.25,48.3,49.33,50.29,51.06,51.74,52.43,53.6,54.5,54.94,55.26,55.9,56.54,57.66,58.55,59.16,59.77,60.38
14.4,44.11,45.85,46.96,48,49.04,49.99,50.75,51.44,52.14,53.31,54.19,54.64,54.96,55.61,56.26,57.4,58.27,58.9,59.52,60.14
14.5,43.84,45.55,46.66,47.72,48.76,49.69,50.45,51.15,51.85,53.03,53.91,54.35,54.67,55.32,55.96,57.13,58.01,58.64,59.26,59.88
14.6,43.58,45.25,46.38,47.43,48.47,49.4,50.17,50.87,51.56,52.75,53.63,54.07,54.39,55.03,55.66,56.85,57.76,58.38,59,59.62
14.7,43.31,44.94,46.12,47.13,48.18,49.12,49.88,50.58,51.28,52.46,53.34,53.78,54.1,54.75,55.39,56.55,57.49,58.12,58.75,59.38
14.8,43.03,44.65,45.85,46.85,47.89,48.83,49.59,50.29,51,52.17,53.05,53.49,53.81,54.46,55.1,56.29,57.23,57.86,58.5,59.14
14.9,42.74,44.39,45.55,46.59,47.59,48.54,49.31,50.01,50.72,51.9,52.78,53.21,53.54,54.18,54.83,56.03,56.98,57.61,58.24,58.87
15,42.46,44.14,45.26,46.32,47.3,48.24,49.02,49.73,50.45,51.61,52.5,52.94,53.27,53.93,54.58,55.77,56.72,57.35,57.98,58.61
15.1,42.19,43.88,44.96,46.05,47.03,47.96,48.73,49.46,50.18,51.32,52.23,52.68,53.01,53.66,54.32,55.51,56.43,57.07,57.71,58.35
15.2,41.92,43.59,44.67,45.77,46.77,47.68,48.46,49.18,49.9,51.04,51.96,52.42,52.75,53.39,54.04,55.25,56.15,56.8,57.45,58.1
15.3,41.67,43.31,44.43,45.5,46.5,47.4,48.2,48.9,49.6,50.76,51.69,52.15,52.48,53.12,53.77,54.98,55.89,56.54,57.19,57.84
15.4,41.41,43.05,44.19,45.23,46.24,47.12,47.92,48.62,49.31,50.49,51.41,51.88,52.2,52.85,53.51,54.69,55.64,56.28,56.93,57.58
