0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
Scan Type:,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Inline,Inline,Inline
Radiation Type:,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons
Energy:,10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF)
Fieldsize:,10 x 10 mm,10 x 10 mm,10 x 10 mm,10 x 10 mm,10 x 10 mm,20 x 20 mm,20 x 20 mm,20 x 20 mm,20 x 20 mm,20 x 20 mm,30 x 30 mm,30 x 30 mm,30 x 30 mm,30 x 30 mm,30 x 30 mm,40 x 40 mm,40 x 40 mm,40 x 40 mm,40 x 40 mm,40 x 40 mm,50 x 50 mm,50 x 50 mm,50 x 50 mm,50 x 50 mm,50 x 50 mm,60 x 60 mm,60 x 60 mm,60 x 60 mm,100 x 100 mm,100 x 100 mm,100 x 100 mm,100 x 100 mm,100 x 100 mm,200 x 200 mm,200 x 200 mm,200 x 200 mm,200 x 200 mm,200 x 200 mm,60 x 60 mm,60 x 60 mm,60 x 60 mm
Depth:,24.0 mm,50.0 mm,100.0 mm,200.0 mm,300.0 mm,24.0 mm,50.0 mm,100.0 mm,200.0 mm,300.0 mm,24.0 mm,50.0 mm,100.0 mm,200.0 mm,300.0 mm,24.0 mm,50.0 mm,100.0 mm,200.0 mm,300.0 mm,24.0 mm,50.0 mm,100.0 mm,200.0 mm,300.0 mm,15.0 mm,100.0 mm,300.0 mm,24.0 mm,50.0 mm,100.0 mm,200.0 mm,300.0 mm,24.0 mm,50.0 mm,100.0 mm,200.0 mm,300.0 mm,15.0 mm,100.0 mm,300.0 mm
,Color [ForestGreen],Color [Gold],Color [Brown],Color [CornflowerBlue],Color [DarkOliveGreen],Color [DarkOrchid],Color [DarkGreen],Color [DarkTurquoise],Color [DarkRed],Color [DarkOrange],Color [DarkBlue],Color [DarkGoldenrod],Color [DarkMagenta],Color [DarkCyan],Color [MediumVioletRed],Color [Blue],Color [DeepPink],Color [Orange],Color [Teal],Color [SlateBlue],Color [ForestGreen],Color [Gold],Color [Brown],Color [CornflowerBlue],Color [DarkOliveGreen],Color [MediumVioletRed],Color [Orange],Color [DeepPink],Color [DarkOrchid],Color [DarkGreen],Color [DarkTurquoise],Color [DarkRed],Color [DarkOrange],Color [DarkBlue],Color [DarkGoldenrod],Color [DarkMagenta],Color [DarkCyan],Color [MediumVioletRed],Color [SlateBlue],Color [Teal],Color [Blue]
Coordinate [mm]:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2.4,3,2.9,2.3,1.7,14.4,18.2,18.4,16.4,15.3,190.4,205.8,201.1,143.1,91.2,430.1,383.1,292.3,171.1,102.8,447.2,400.4,306.8,179.3,107.6,118.1,74.6,22.9,464.7,422,331.2,199.9,122.3,477.1,435.9,349.5,218.8,137,117.9,74.4,22.9
16,2.1,2.6,2.6,1.9,1.4,10.9,14,14.3,12.4,10.8,101.5,119.6,142.3,126.6,86.2,419.3,375.4,288.3,169.2,102.3,444.5,398,304.6,178.4,107.2,118.4,75,22.8,463.1,420.5,329.8,199.4,121.8,475.8,434.6,348.4,218.3,136.9,117.4,74.4,22.8
17,1.8,2.2,2.3,1.7,1.2,8.3,11.1,11.4,9.9,8.3,56.5,69.4,86.7,99.5,78.1,401.7,363.3,282.3,167.4,101.2,441.1,395,302.4,177.4,106.8,117.7,74.7,22.8,460.9,418.7,328.5,198.7,121.3,473.7,433.3,347.5,217.6,136.4,117.5,74.2,23
18,1.7,2,2,1.5,1.1,6.7,9.1,9.6,8.2,6.8,35.1,43.8,52.7,65.4,65.5,366.5,342.2,272.4,164.5,100.1,436.9,391.3,300,176.4,106.3,117.6,74.4,22.8,459.2,417,327.6,198.1,121,471.9,431.9,346.5,216.9,136,117.8,74.3,23
19,1.6,1.8,1.9,1.4,1,5.7,7.6,8.1,7,5.4,24.3,31.1,35.4,41.3,48.7,301.2,302.9,255.9,160.4,99.1,431.9,386.9,297,175.1,105.6,117.9,74.2,22.9,457.3,415.4,326.6,197.3,120.7,470.1,430.3,345.2,216.5,135.5,117.8,74.4,23
20,1.5,1.7,1.7,1.3,0.9,4.7,6.5,7.1,5.9,4.7,17.8,23.4,26.3,27.6,32.6,200,230.7,225.6,154.6,96.8,425.1,381.3,293.6,173.8,104.9,117.8,74.1,22.9,455.6,413.4,325.4,196.6,120.3,468.3,428,343.9,216,135.1,117.8,74.1,22.8
21,1.4,1.6,1.6,1.2,0.9,4.2,5.6,6.1,5.2,4,13.8,18.6,20.8,20.3,21.8,109,138.1,174.9,144.5,94.5,414.8,373.9,289.4,172.5,104.2,117.7,74,22.7,453.5,411.5,324.1,196.1,119.9,466.3,426,342.8,215.2,135,117.3,73.7,22.5
22,1.3,1.5,1.5,1.2,0.8,3.6,4.9,5.5,4.6,3.6,11,15.1,17.2,16.1,15.5,61.6,78.2,110.7,127.4,90.4,398.9,362.5,284,170.1,103.5,117,74,22.6,451.1,409.4,322.7,195.6,119.4,464,425.1,341.7,214.5,134.9,116.9,73.5,22.7
23,1.3,1.4,1.5,1.1,0.8,3.3,4.4,4.9,4.2,3.2,9.1,12.6,14.5,13.3,12,38.6,50.1,66.9,100.6,84.3,368.1,344.4,276.3,168.3,102.6,116.8,73.3,22.7,448.5,407.3,321.2,194.5,119,461.9,422.8,340.6,213.7,134.5,116.8,73.1,22.8
24,1.2,1.4,1.4,1.1,0.7,3,4,4.6,3.8,2.9,7.7,10.8,12.5,11.3,9.8,27.2,35.8,44.5,67.4,74.1,312,310.8,263.6,165.4,101.5,116.7,73.4,22.9,446.2,405.9,319.2,193.3,118.7,459.9,421.5,339.4,212.9,134.1,116.2,72.7,22.8
25,1.2,1.3,1.3,1,0.7,2.8,3.7,4.2,3.6,2.7,6.6,9.5,10.9,10,8.4,20.3,27.6,33,43.6,59,217.2,252.8,241.6,161.1,100.3,115.7,73,22.9,444.5,404.1,317.5,192.6,118.4,457.7,419.6,338,212.2,133.7,114.4,72.2,22.7
26,1.2,1.3,1.3,1,0.7,2.6,3.3,3.9,3.3,2.5,6,8.2,9.8,8.8,7.2,16.1,22,26.4,30.4,41.4,123.5,170.7,205.2,155.3,98.7,113.4,72.3,22.7,442.6,401.5,316.1,191.9,118,455.5,417.4,336,211.5,133.3,112.3,71.7,22.6
27,1.1,1.2,1.2,1,0.7,2.4,3.1,3.6,3.1,2.3,5.3,7.4,8.9,8,6.4,13,18.3,21.9,23.2,27.9,70.1,98.1,149.4,146,96.5,110,71.9,22.6,439.4,399.4,314.8,190.9,117.5,453.5,415.2,334.3,210.9,132.8,107.6,71.1,22.5
28,1.1,1.1,1.2,0.9,0.6,2.3,2.9,3.4,2.9,2.2,4.8,6.7,8.1,7.3,5.8,11,15.5,18.6,18.9,20,43,61.1,94.4,130.3,93.1,100.5,70.8,22.4,437.1,397.5,313.1,189.9,117.1,451.8,413.1,333,210.3,132.3,97.6,69.6,22.3
29,1.1,1.1,1.2,0.9,0.6,2.2,2.7,3.2,2.8,2.1,4.4,6.1,7.5,6.8,5.3,9.5,13.3,16.2,16,15.3,30.4,41.7,60.4,105,88.4,81.6,68.9,22.4,435.1,395.3,311.1,188.9,116.7,449.3,410.9,331.4,209.3,131.9,79.3,67.5,22.2
30,1.1,1.1,1.1,0.8,0.6,2.1,2.5,3,2.7,2,4.1,5.5,6.9,6.2,4.9,8.3,11.9,14.4,14,12.7,22.8,31.9,42.3,73.1,80.8,56,64.9,22.5,431.9,393.1,309.7,187.9,116.2,446.3,409.5,329.9,208.4,131.4,53.8,63.3,22
31,1,1.1,1.1,0.8,0.6,2,2.4,2.9,2.6,1.9,3.8,5.1,6.5,5.8,4.5,7.4,10.5,13.2,12.7,10.8,18.2,25.6,33,48.2,69.1,30,57.3,21.9,430.1,390.8,308.2,187.4,115.7,444.3,406.9,328.5,207.8,131,29.2,55.6,21.9
32,1,1,1,0.8,0.6,1.9,2.3,2.7,2.5,1.8,3.6,4.7,6.1,5.5,4.3,6.7,9.5,11.9,11.3,9.6,15,21.4,27.2,33.9,53.3,16.4,45.5,21.8,427.4,388.5,305.7,186.9,115,441.9,405.2,327.1,207.2,130.6,17.4,43.5,21.7
33,1,1,1,0.8,0.6,1.8,2.2,2.6,2.4,1.8,3.4,4.5,5.7,5.3,4,6.2,8.6,11,10.5,8.8,12.7,18.1,23.1,26.1,37.7,10.5,30.2,21.6,424.3,386.1,304.2,185.6,114.4,439,402.9,325.3,206.2,130.1,11,29,21.3
34,1,1,1,0.7,0.5,1.8,2.1,2.5,2.3,1.7,3.2,4.2,5.4,5,3.8,5.7,7.9,10.1,9.7,7.9,11.1,15.7,20.2,21.6,26.5,7.5,19.4,21.1,422,383.4,302.2,184.3,113.6,436.7,401.1,323.7,205.3,129.6,8,19.3,21
35,1,1,1,0.8,0.5,1.7,2,2.4,2.2,1.6,3.1,4,5.1,4.8,3.6,5.3,7.2,9.5,9.1,7.3,9.9,13.9,18,18.7,19.9,6,13.3,20.4,419.4,380.6,300.1,183,112.9,434.5,399.7,322.3,204.4,128.9,6.6,13.4,20.2
36,0.9,1,0.9,0.7,0.5,1.7,1.9,2.3,2.1,1.6,2.9,3.7,4.8,4.6,3.5,4.9,6.8,8.9,8.6,6.7,8.9,12.5,16.3,16.7,16.2,5.2,10.1,19.2,416.8,378.4,297.7,181.8,112.5,432.2,396.6,320.5,203.6,128.2,5.8,10.3,18.8
37,1,0.9,0.9,0.7,0.5,1.7,1.9,2.2,2,1.6,2.8,3.5,4.6,4.4,3.4,4.7,6.4,8.4,8.1,6.4,8.1,11.4,15,15.2,13.7,4.7,8.4,17.5,413.7,375.9,296.7,181,112,430.1,394.9,318.6,202.7,128,5.3,8.7,16.6
38,0.9,0.9,0.9,0.7,0.5,1.6,1.8,2.1,1.9,1.5,2.7,3.4,4.4,4.2,3.2,4.4,6,7.8,7.6,6.1,7.5,10.4,13.9,13.8,12.2,4.4,7.5,14.2,411,373.4,294.2,180.3,111.3,428.1,392.7,317.2,201.9,127.8,5,7.7,13.4
39,0.9,0.9,0.9,0.7,0.5,1.6,1.8,2.1,1.9,1.5,2.6,3.2,4.2,4,3.2,4.2,5.5,7.5,7.3,5.8,7,9.7,12.9,12.9,11,4.1,6.7,10.7,407.8,371,292.3,179.4,110.5,425.4,390.5,316,200.9,127.2,4.7,7.1,10
40,0.9,0.9,0.9,0.7,0.5,1.5,1.7,2,1.8,1.4,2.5,3.1,4,3.9,3.1,4,5.3,7.1,7,5.5,6.6,8.9,12,12,10,3.8,6.3,7.9,405.2,367.7,289.8,178.4,110.2,423.3,387.6,313.7,200,126.6,4.4,6.6,7.3
41,0.9,0.9,0.8,0.7,0.5,1.5,1.7,1.9,1.7,1.4,2.5,3,3.9,3.8,3,3.8,5,6.8,6.7,5.3,6.2,8.3,11.3,11.3,9.3,3.6,5.9,5.8,401.8,364.8,287.7,177,109.9,421,385.9,312.6,199.1,126.1,4.2,6.3,5.5
42,0.9,0.9,0.8,0.6,0.5,1.5,1.6,1.9,1.7,1.3,2.4,2.9,3.7,3.6,2.8,3.7,4.7,6.5,6.4,5.1,5.8,7.8,10.6,10.6,8.7,3.5,5.6,4.6,398.1,361.6,285.9,175.5,109.1,418.2,384.1,311.6,198.2,125.5,4.1,6,4.5
43,0.9,0.9,0.8,0.6,0.5,1.4,1.6,1.8,1.7,1.3,2.3,2.8,3.6,3.5,2.8,3.5,4.5,6.2,6.2,4.9,5.5,7.3,10,10.1,8.3,3.4,5.3,4,393.9,358.5,283.1,174.3,108.3,416.1,381.9,309.8,197.1,125.2,4,5.5,3.9
44,0.9,0.9,0.8,0.6,0.5,1.4,1.5,1.7,1.7,1.3,2.2,2.7,3.4,3.4,2.7,3.4,4.3,5.9,5.9,4.8,5.3,6.9,9.5,9.7,7.9,3.2,5.1,3.6,389.4,354.7,281,173.2,107.8,413.6,379.6,307.8,196.1,124.9,3.9,5.4,3.6
45,0.9,0.8,0.8,0.6,0.5,1.4,1.5,1.7,1.6,1.2,2.2,2.6,3.3,3.3,2.6,3.3,4.1,5.6,5.7,4.6,5.1,6.6,9.1,9.3,7.5,2.9,4.9,3.4,383.3,349.5,277.8,171.9,107.3,411.5,377.8,306.4,195.2,124.2,3.7,5.2,3.4
46,0.9,0.8,0.8,0.6,0.4,1.4,1.5,1.6,1.5,1.2,2.1,2.5,3.2,3.2,2.6,3.2,4,5.4,5.5,4.4,4.9,6.3,8.6,8.9,7.2,2.8,4.6,3.2,376.7,344.5,274.9,170.5,106.5,409.1,375.5,305,194.3,123.4,3.6,5,3.2
47,0.9,0.8,0.8,0.6,0.4,1.4,1.5,1.6,1.5,1.2,2.1,2.4,3.1,3.1,2.5,3.1,3.9,5.2,5.3,4.3,4.6,6,8.3,8.5,6.9,2.7,4.4,3,367,337.9,271.6,169,105.6,406.8,373.3,303.3,193.4,123,3.5,4.8,3.1
48,0.9,0.8,0.8,0.6,0.4,1.3,1.4,1.6,1.5,1.2,2,2.3,3,3,2.4,3.1,3.7,5,5.1,4.2,4.5,5.7,7.9,8.2,6.6,2.5,4.3,2.9,350.6,329,267.7,167.6,105.1,403.9,371.3,301.1,192.5,122.6,3.4,4.6,3
49,0.8,0.8,0.7,0.6,0.4,1.3,1.4,1.5,1.4,1.1,2,2.2,2.9,2.9,2.3,2.9,3.6,4.8,5,4.1,4.3,5.4,7.6,7.9,6.4,2.4,4.1,2.8,320.2,316,262.8,166,104.6,401.7,369.4,299.5,191.7,122.2,3.3,4.5,2.9
50,0.9,0.8,0.7,0.6,0.4,1.3,1.3,1.5,1.4,1.1,1.9,2.2,2.8,2.8,2.3,2.8,3.4,4.7,4.8,4,4.2,5.2,7.3,7.6,6.3,2.3,4,2.8,262.7,293.2,257.2,164.2,103.7,399.2,367.2,298.2,191,121.7,3.2,4.5,2.8
51,0.8,0.8,0.7,0.6,0.4,1.3,1.3,1.4,1.3,1.1,1.9,2.1,2.7,2.7,2.2,2.7,3.3,4.5,4.7,3.8,4,5,7,7.4,6.1,2.3,3.8,2.7,175.6,251.7,249.2,162.7,102.9,396.6,365.1,296.9,189.7,121,3,4.3,2.8
52,0.8,0.8,0.7,0.5,0.4,1.3,1.3,1.4,1.3,1,1.9,2,2.6,2.7,2.2,2.7,3.2,4.3,4.5,3.7,3.9,4.8,6.7,7.2,5.9,2.2,3.6,2.6,98.2,185.4,236.2,160.7,102.2,394.5,363.2,294.8,188.4,120.3,2.9,4.1,2.7
53,0.8,0.8,0.7,0.5,0.4,1.2,1.3,1.4,1.3,1,1.8,2,2.5,2.6,2.1,2.6,3.1,4.2,4.4,3.6,3.8,4.7,6.5,6.9,5.7,2.1,3.5,2.5,59.2,116.7,214.3,158.5,101.5,392.4,360.9,293.7,187.7,119.7,2.8,3.9,2.6
54,0.8,0.8,0.7,0.5,0.4,1.2,1.3,1.3,1.3,1,1.8,2,2.5,2.5,2,2.6,3,4.1,4.3,3.5,3.6,4.5,6.2,6.7,5.5,2,3.4,2.5,40.8,71.8,175.9,155.4,100.4,390.3,358.8,291.6,186.9,119.2,2.8,3.8,2.5
55,0.8,0.8,0.7,0.5,0.4,1.2,1.2,1.3,1.2,1,1.7,2,2.4,2.4,2,2.5,2.9,3.9,4.1,3.4,3.6,4.3,6,6.5,5.3,2,3.3,2.4,31,50.3,120.9,152.1,99.3,388.3,357.2,290.2,185.9,118.7,2.7,3.7,2.5
56,,,,0.5,0.4,1.2,1.2,1.3,1.2,1,1.7,1.9,2.4,2.4,2,2.5,2.8,3.8,4,3.3,3.5,4.2,5.9,6.3,5.2,1.9,3.2,2.4,25.2,38.9,77.9,147.1,98,385.8,354.9,288.3,184.9,118.3,2.6,3.5,2.5
57,,,,,,1.2,1.2,1.3,1.2,0.9,1.7,1.8,2.3,2.3,1.9,2.4,2.8,3.7,3.9,3.3,3.4,4,5.6,6.1,5.1,1.9,3,2.3,21.5,32.2,55.3,139.7,96.7,383.7,353,286.9,184.1,117.7,2.6,3.5,2.3
58,,,,,,1.1,1.2,1.3,1.1,0.9,1.7,1.8,2.2,2.3,1.9,2.4,2.7,3.6,3.8,3.2,3.3,3.9,5.4,5.9,5,1.8,2.9,2.2,18.7,27.4,43.4,126.6,95.2,381.5,350.4,285.5,183.2,117.2,2.5,3.4,2.3
59,,,,,,1.1,1.2,1.3,1.1,0.9,1.6,1.8,2.2,2.2,1.8,2.3,2.6,3.5,3.7,3.1,3.2,3.8,5.2,5.8,4.8,1.8,2.8,2.1,16.7,24.1,36.4,106.5,93.8,378.8,348,284.1,182.2,116.5,2.4,3.3,2.2
60,,,,,,1.1,1.1,1.2,1.1,0.9,1.6,1.7,2.1,2.1,1.8,2.3,2.6,3.4,3.6,3.1,3.1,3.7,5.1,5.6,4.7,1.6,2.7,2,15.4,21.6,32,78.4,91.3,376.8,346.9,282.7,181.2,115.9,2.3,3.2,2.2
61,,,,,,,,1.2,1.1,0.9,1.6,1.7,2.1,2.1,1.7,2.2,2.5,3.3,3.6,3,3.1,3.7,5,5.4,4.6,1.6,2.6,2,14.2,19.7,28.5,54.9,88.3,374.8,344.8,280.7,180.4,115.4,2.3,3,2
62,,,,,,,,,1.1,0.8,1.6,1.7,2,2,1.7,2.2,2.5,3.2,3.5,2.9,3,3.6,4.8,5.3,4.5,1.6,2.6,2,13.3,18.2,26.3,41.1,83.7,372.6,343.1,278.7,179.6,115,2.2,2.9,2.1
63,,,,,,,,,,0.8,1.6,1.6,2,2,1.7,2.1,2.4,3.1,3.4,2.8,2.9,3.5,4.6,5.1,4.3,1.5,2.5,1.9,12.4,17,24.3,33.6,76.2,370.2,340.7,277.2,178.6,114.3,2.1,2.8,2
64,,,,,,,,,,,1.5,1.6,1.9,1.9,1.6,2.1,2.4,3,3.3,2.8,2.9,3.4,4.5,5,4.2,1.4,2.4,1.9,11.8,15.8,22.8,29,64.6,368,339.2,275.7,177.6,113.6,2.1,2.7,2
65,,,,,,,,,,,1.5,1.6,1.9,1.9,1.6,2.1,2.3,3,3.2,2.7,2.8,3.3,4.4,4.9,4.1,1.3,2.3,1.9,11.2,14.9,21.3,26.2,50.5,366.2,336.7,274.4,176.6,113.1,2,2.7,2
66,,,,,,,,,,,,,1.9,1.9,1.6,2,2.3,2.9,3.1,2.6,2.8,3.2,4.3,4.8,4,1.4,2.3,1.8,10.7,14,20.3,24,36.2,363.9,334.9,273,175.6,112.6,2,2.6,1.9
67,,,,,,,,,,,,,,1.8,1.5,2,2.2,2.8,3,2.6,2.7,3.1,4.2,4.6,4,1.3,2.2,1.8,10.2,13.4,19.2,22.6,28.1,361.6,333,271.5,174.8,112.1,1.9,2.5,1.8
68,,,,,,,,,,,,,,1.8,1.5,1.9,2.2,2.7,2.9,2.5,2.7,3,4,4.5,3.9,1.3,2.1,1.8,9.8,12.7,18.4,21.1,23.4,359.5,331.3,270,174.1,111.7,1.9,2.5,1.7
69,,,,,,,,,,,,,,,1.5,2,2.1,2.7,2.9,2.4,2.6,2.9,3.9,4.4,3.7,1.3,2,1.7,9.5,12.2,17.5,20.2,20.5,357.5,329.3,268.3,172.9,111.1,1.8,2.4,1.7
70,,,,,,,,,,,,,,,,1.9,2.1,2.6,2.9,2.4,2.6,2.9,3.8,4.3,3.6,1.2,2,1.6,9.2,11.6,16.9,19.2,18.8,355.1,326.8,266.4,171.7,110.5,1.8,2.3,1.7
71,,,,,,,,,,,,,,,,,2,2.5,2.8,2.3,2.5,2.8,3.7,4.2,3.6,1.2,1.9,1.6,8.8,11.2,16.2,18.4,17.3,352.9,325.2,264.9,171.1,109.9,1.7,2.3,1.7
72,,,,,,,,,,,,,,,,,,2.5,2.7,2.3,2.5,2.8,3.7,4.1,3.5,1.2,1.8,1.6,8.5,10.7,15.6,17.7,16.4,350.9,323.5,263.4,170.5,109.4,1.7,2.2,1.7
73,,,,,,,,,,,,,,,,,,,2.6,2.3,2.4,2.7,3.6,4,3.4,1.1,1.8,1.5,8.2,10.3,15.1,17.1,15.4,348.9,321.2,261.9,169.6,108.8,1.7,2.1,1.6
74,,,,,,,,,,,,,,,,,,,2.6,2.3,2.4,2.7,3.5,3.9,3.4,1.1,1.8,1.5,8,9.9,14.6,16.5,14.8,347.2,319.4,260.2,168.7,108.3,1.6,2.1,1.6
75,,,,,,,,,,,,,,,,,,,,2.2,2.3,2.6,3.4,3.8,3.3,1,1.7,1.5,7.8,9.6,14.1,16,14.1,345.3,317.6,259.1,167.5,107.7,1.6,2,1.6
76,,,,,,,,,,,,,,,,,,,,2.1,,2.6,3.3,3.7,3.2,1.1,1.7,1.4,7.6,9.3,13.6,15.5,13.6,343,315.5,257.1,166.3,107.2,1.6,1.9,1.6
77,,,,,,,,,,,,,,,,,,,,,,,3.2,3.7,3.2,1,1.7,1.4,7.3,9,13.1,15,13.2,341,314.1,255.7,165.4,106.6,1.5,1.9,1.5
78,,,,,,,,,,,,,,,,,,,,,,,,3.6,3.1,1,1.7,1.4,7.2,8.8,12.7,14.6,12.8,338.9,311.7,254.3,164.5,106,1.5,1.9,1.5
79,,,,,,,,,,,,,,,,,,,,,,,,3.5,3,1,1.7,1.3,7,8.5,12.3,14.2,12.4,337.1,309.7,252.8,163.7,105.5,1.5,1.8,1.5
80,,,,,,,,,,,,,,,,,,,,,,,,3.4,2.9,1,1.6,1.3,6.8,8.2,11.9,13.9,12.1,335.1,307.7,251.3,162.8,105,1.5,1.8,1.5
81,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,1.5,1.3,6.7,8,11.5,13.5,11.8,333.1,306,249.5,161.8,104.5,,1.8,1.4
82,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,1.5,1.3,6.5,7.8,11.2,13.2,11.5,330.9,304.5,248.1,160.8,103.9,,1.7,1.4
83,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.3,6.3,7.6,10.9,12.8,11.2,329.2,302.4,246.3,159.8,103.3,,,1.4
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,6.2,7.4,10.6,12.4,10.9,327,300.2,245,158.8,102.6,,,1.3
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,6.1,7.2,10.3,12.1,10.7,325.2,299,243.3,158.2,102,,,1.3
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,6,7.1,10,11.9,10.4,322.9,296.8,242.1,157.5,101.5,,,1.2
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,5.8,6.9,9.7,11.6,10.2,320.5,294.7,240.4,156.4,101.1,,,1.2
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,5.7,6.7,9.5,11.3,10,318.6,292.9,238.6,155.2,100.7,,,1.3
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,5.6,6.6,9.3,11,9.9,316.4,290.7,236.9,154.2,100.3,,,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,6.4,9.1,10.8,9.7,314.1,288.7,235.6,153.3,99.9,,,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,6.3,8.8,10.5,9.5,311.9,286.6,234.2,152.3,99.1,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,6.1,8.6,10.2,9.2,309.5,284.6,232.5,151.4,98.3,,,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,6,8.4,10,8.9,307,282.4,230.9,150.4,97.7,,,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,5.9,8.2,9.8,8.8,304.4,279.5,228.7,149.4,97.2,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5.8,8,9.6,8.6,301.2,277.6,227,148.4,96.5,,,
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,5.7,7.9,9.4,8.4,297.1,274.2,225.5,147.4,95.9,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,5.6,7.7,9.2,8.3,292.2,271.9,223.6,146.6,95.4,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,5.5,7.5,9,8.1,286.4,267.9,221.7,145.8,94.8,,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,5.3,7.4,8.8,7.9,276.5,264.3,219.9,144.5,94.3,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,5.2,7.2,8.6,7.8,259.2,258.4,217.5,143.2,93.8,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,5.1,7,8.5,7.6,225.5,252.6,215.5,142.4,93.2,,,
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6.9,8.3,7.5,168.4,242.1,212.7,141.6,92.5,,,
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,8.1,7.3,103.6,222.8,210,140.6,92.1,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,7.9,7.2,62.3,186.9,207,139.7,91.8,,,
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,7.7,7.1,42.9,129.7,202.6,138.6,91,,,
106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,7,33.3,79.4,196.7,137.5,90.2,,,
107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,6.8,27.8,54,189,136.3,89.9,,,
108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,6.7,24.2,41.3,174.1,135.2,89.5,,,
109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,6.5,21.9,34.5,148.3,133.8,88.8,,,
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6.4,20.1,30.1,107.5,132.5,88.2,,,
111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,18.9,27.2,73,131.1,87.5,,,
112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,17.8,24.8,53.5,129.7,86.8,,,
113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,17,23.1,43.3,127.6,86.3,,,
114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,16.3,21.8,37.5,125.8,85.7,,,
115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,15.7,20.5,33.9,122.9,85,,,
116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,19.6,31.2,120,84.4,,,
117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6,18.7,29,115,83.8,,,
