0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
33,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.1,0.1,0.6,0.7,0.8,0.7,0.5,1.2,1.5,1.8,1.5,1,2,2.8,3.3,2.7,1.9,3.5,5.1,5.9,6.2,7.8,10.9,31.7,21.6,122.8,104.9,80.3,45.6,26.2,130.3,113.8,90.8,55.3,33.1,10.8,29.3,21.4
34,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.1,0.2,0.6,0.7,0.8,0.6,0.4,1.1,1.4,1.7,1.4,1,1.9,2.7,3.1,2.6,1.8,3.2,4.7,5.5,4.9,5.6,7.7,20.5,21.1,122.8,104.7,80,45.5,26.2,130.3,114,91,55.2,33.1,8.1,19.1,20.9
35,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.1,0.1,0.5,0.7,0.7,0.6,0.4,1,1.4,1.6,1.4,1,1.8,2.5,3,2.5,1.7,3,4.4,5.1,4.5,4.3,6.1,13.5,20.3,122.8,104.6,79.8,45.4,26.2,130.4,114.2,91.1,55.2,33.1,6.7,13.1,20
36,0.3,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.1,0.2,0.5,0.7,0.7,0.6,0.4,1,1.3,1.5,1.3,0.9,1.8,2.4,2.9,2.3,1.7,2.8,4.1,4.8,4.1,3.4,5.3,10.1,19,122.7,104.5,79.8,45.3,26.1,130.5,114.3,91.2,55.2,33.1,5.9,10.1,18.7
37,0.3,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.1,0.1,0.5,0.6,0.7,0.6,0.4,0.9,1.2,1.5,1.3,0.9,1.7,2.3,2.7,2.3,1.6,2.7,3.9,4.5,3.9,3,4.7,8.4,16.9,122.6,104.4,79.8,45.2,26,130.6,114.5,91,55.2,33,5.4,8.5,16.6
38,0.3,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.1,0.1,0.5,0.6,0.7,0.5,0.4,0.9,1.2,1.4,1.2,0.9,1.6,2.2,2.6,2.2,1.6,2.6,3.7,4.3,3.7,2.7,4.3,7.6,13.8,122.6,104.2,79.4,45.1,26,130.7,114.2,90.9,55.2,32.8,4.9,7.7,13.2
39,0.3,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.1,0.1,0.5,0.6,0.7,0.5,0.4,0.9,1.1,1.4,1.2,0.8,1.5,2.1,2.5,2.1,1.5,2.5,3.5,4.1,3.5,2.6,4,6.9,10.3,122.5,103.9,79,45.1,26,130.7,114,90.9,55.2,32.9,4.6,7.1,9.8
40,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.5,0.6,0.6,0.5,0.4,0.8,1.1,1.3,1.2,0.8,1.4,2,2.4,2.1,1.4,2.4,3.3,3.9,3.4,2.5,3.8,6.4,7.5,122.4,103.7,78.9,45.1,25.8,130.8,114.2,91,55.2,33,4.4,6.6,7.2
41,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.5,0.5,0.6,0.5,0.4,0.8,1,1.2,1.1,0.8,1.4,1.9,2.3,2,1.4,2.2,3.1,3.7,3.2,2.3,3.6,6,5.7,122.2,103.6,78.8,44.9,25.6,130.9,114.4,90.9,55.2,33,4.2,6.2,5.4
42,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.5,0.5,0.6,0.5,0.4,0.8,1,1.2,1,0.8,1.3,1.8,2.1,1.9,1.4,2.1,2.9,3.6,3,2.2,3.3,5.6,4.5,122,103.5,78.6,44.8,25.6,131,114.4,90.9,55.1,33,4.1,6,4.4
43,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.4,0.5,0.6,0.5,0.3,0.8,1,1.1,1,0.7,1.3,1.7,2.1,1.8,1.4,2,2.8,3.4,3,2.1,3.2,5.3,3.9,121.9,103.4,78.5,44.6,25.5,131.1,114.4,90.9,55.1,32.9,4,5.7,4
44,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.4,0.5,0.5,0.5,0.3,0.7,0.9,1.1,1,0.7,1.2,1.6,2,1.8,1.3,1.9,2.7,3.3,2.9,2.1,3,5.1,3.5,121.4,103,78.2,44.5,25.5,131.2,114.6,91,55.1,32.8,3.8,5.5,3.6
45,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.4,0.5,0.5,0.5,0.3,0.7,0.9,1,1,0.7,1.2,1.5,1.9,1.7,1.3,1.9,2.5,3.1,2.8,2,2.9,4.9,3.3,120.7,102.4,77.9,44.4,25.4,131.4,114.8,90.9,55.1,32.8,3.7,5.3,3.4
46,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.4,0.5,0.5,0.4,0.3,0.7,0.9,1,1,0.7,1.1,1.5,1.8,1.6,1.3,1.8,2.4,3,2.7,2,2.9,4.7,3.2,119.6,101.7,77.6,44.3,25.4,131.6,114.9,90.9,55,32.7,3.6,5.1,3.3
47,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.4,0.5,0.5,0.4,0.3,0.7,0.8,1,0.9,0.7,1.1,1.4,1.8,1.6,1.2,1.7,2.3,2.9,2.6,1.9,2.7,4.5,3.1,117.4,100.9,77.2,44.1,25.4,131.7,115,90.8,55,32.8,3.4,4.9,3.2
48,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.1,0.4,0.4,0.5,0.4,0.3,0.7,0.8,0.9,0.9,0.7,1.1,1.3,1.7,1.6,1.1,1.7,2.2,2.8,2.6,1.9,2.6,4.3,3,111.8,99.5,76.6,43.9,25.3,131.6,114.9,90.8,55,32.9,3.3,4.6,3
49,0.3,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.4,0.4,0.4,0.4,0.3,0.6,0.8,0.9,0.8,0.6,1,1.3,1.6,1.5,1.1,1.6,2.1,2.6,2.5,1.8,2.4,4.1,2.8,99.6,96.6,76.1,43.7,25.2,131.6,114.8,90.9,55,32.8,3.3,4.5,2.9
50,0.3,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.4,0.4,0.4,0.4,0.3,0.6,0.8,0.9,0.8,0.6,1,1.2,1.6,1.4,1.1,1.5,2,2.5,2.4,1.8,2.4,4,2.7,76,90.5,74.9,43.6,25.2,131.9,114.9,91.1,55,32.7,3.2,4.5,2.8
51,0.3,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.4,0.4,0.4,0.4,0.3,0.6,0.7,0.9,0.8,0.6,1,1.2,1.5,1.4,1.1,1.5,1.9,2.4,2.3,1.7,2.3,3.8,2.6,45.6,78.3,73.7,43.4,25.2,131.9,115,91.1,54.9,32.7,3.1,4.3,2.7
52,0.3,0.3,0.3,0.2,0.2,0.2,0.1,0.2,0.1,0.1,0.4,0.4,0.4,0.4,0.3,0.6,0.7,0.8,0.8,0.6,0.9,1.2,1.5,1.4,1.1,1.4,1.8,2.3,2.2,1.7,2.2,3.6,2.5,24.3,58.2,70.6,43.2,25,131.8,114.9,91.1,54.9,32.8,3,4,2.6
53,0.3,0.3,0.3,0.3,0.2,0.2,0.1,0.2,0.1,0.1,0.4,0.4,0.4,0.4,0.3,0.6,0.7,0.8,0.8,0.6,0.9,1.1,1.4,1.3,1,1.4,1.8,2.3,2.2,1.7,2,3.5,2.4,14.6,36.5,64.2,42.8,24.8,131.7,114.8,91,54.8,32.7,2.9,3.8,2.6
54,0.3,0.3,0.2,0.3,0.2,0.2,0.1,0.2,0.1,0.1,0.4,0.4,0.4,0.4,0.3,0.6,0.7,0.8,0.8,0.6,0.9,1.1,1.4,1.3,1,1.3,1.7,2.2,2.1,1.6,2,3.3,2.5,10.4,22,53.1,42.4,24.6,131.8,114.9,90.9,54.8,32.6,2.8,3.9,2.5
55,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.4,0.4,0.4,0.4,0.3,0.6,0.6,0.8,0.8,0.5,0.9,1.1,1.3,1.3,1,1.3,1.7,2.1,2,1.6,2,3.2,2.3,8.6,15.2,37.1,41.6,24.5,131.9,115,91.1,54.8,32.6,2.7,3.8,2.4
56,,,,,,,0.1,0.2,0.1,0.1,0.4,0.4,0.4,0.4,0.3,0.5,0.6,0.8,0.7,0.5,0.8,1,1.3,1.2,0.9,1.2,1.6,2,2,1.5,1.9,3.1,2.2,7.7,12,23.6,40.8,24.4,131.9,114.9,91.2,54.8,32.6,2.7,3.5,2.4
57,,,,,,,,,,,0.3,0.4,0.4,0.3,0.2,0.5,0.6,0.7,0.7,0.5,0.8,1,1.2,1.2,0.9,1.2,1.6,2,1.9,1.5,1.8,3,2.2,7,10.4,16.4,39.1,24.3,131.9,114.8,91,54.7,32.6,2.5,3.4,2.3
58,,,,,,,,,,,0.3,0.4,0.4,0.3,0.2,0.5,0.6,0.7,0.7,0.5,0.8,1,1.2,1.2,0.9,1.2,1.5,1.9,1.8,1.4,1.7,3,2.1,6.5,9.5,12.9,35.4,24.2,132,114.8,90.9,54.5,32.7,2.5,3.3,2.3
59,,,,,,,,,,,0.4,0.4,0.4,0.3,0.2,0.5,0.6,0.7,0.7,0.5,0.8,0.9,1.2,1.1,0.9,1.1,1.4,1.8,1.8,1.4,1.6,2.8,2.1,6.1,8.8,11.3,30,24,132.1,114.8,91,54.6,32.6,2.4,3.3,2.3
60,,,,,,,,,,,0.4,0.4,0.4,0.3,0.2,0.5,0.6,0.7,0.6,0.5,0.8,0.9,1.1,1.1,0.9,1.1,1.4,1.8,1.8,1.4,1.6,2.6,2,5.8,8.2,10.5,22.3,23.5,132.2,114.9,91,54.6,32.5,2.2,3.1,2.2
61,,,,,,,,,,,,,0.4,0.3,0.2,0.5,0.6,0.6,0.6,0.5,0.7,0.9,1.1,1.1,0.9,1.1,1.4,1.7,1.7,1.3,1.5,2.6,2,5.5,7.7,9.7,15.8,23,132.3,115,90.8,54.5,32.5,2.2,3,2.1
62,,,,,,,,,,,,,,0.3,0.2,0.5,0.5,0.6,0.6,0.5,0.7,0.9,1.1,1.1,0.8,1.1,1.3,1.6,1.7,1.3,1.5,2.5,1.9,5.3,7.3,9.2,11.7,21.7,132.2,115,90.5,54.4,32.5,2.2,2.9,2.1
63,,,,,,,,,,,,,,,0.2,0.5,0.5,0.6,0.6,0.5,0.7,0.9,1,1,0.8,1,1.3,1.6,1.6,1.3,1.5,2.4,1.9,5.1,7,8.7,9.6,19.8,132.2,114.9,90.6,54.4,32.5,2.1,2.9,2
64,,,,,,,,,,,,,,,,0.5,0.5,0.6,0.6,0.5,0.7,0.8,1,1,0.8,1,1.3,1.6,1.6,1.2,1.4,2.4,1.9,4.9,6.7,8.4,8.5,16.5,132.1,114.8,90.7,54.4,32.4,2,2.8,1.9
65,,,,,,,,,,,,,,,,0.5,0.5,0.6,0.6,0.5,0.7,0.8,1,1,0.8,1,1.2,1.5,1.5,1.2,1.4,2.3,1.9,4.7,6.4,8,8,12.8,132.1,114.7,90.5,54.4,32.3,2,2.7,1.9
66,,,,,,,,,,,,,,,,,,0.6,0.6,0.4,0.7,0.8,1,1,0.7,1,1.2,1.5,1.5,1.2,1.4,2.2,1.8,4.5,6.2,7.7,7.6,9.4,131.9,114.7,90.3,54.4,32.2,1.9,2.7,1.8
67,,,,,,,,,,,,,,,,,,,0.6,0.4,0.7,0.8,0.9,0.9,0.7,0.9,1.1,1.4,1.5,1.1,1.3,2.2,1.7,4.3,5.9,7.5,7.3,7.4,132,114.8,90.4,54.3,32.3,1.9,2.7,1.8
68,,,,,,,,,,,,,,,,,,,0.5,0.4,0.7,0.8,0.9,0.9,0.7,0.9,1.1,1.4,1.4,1.1,1.3,2,1.7,4.2,5.7,7.2,6.9,6.5,132.2,114.6,90.4,54.2,32.3,1.9,2.5,1.8
69,,,,,,,,,,,,,,,,,,,,0.4,0.6,0.7,0.9,0.9,0.7,0.9,1.1,1.4,1.4,1.1,1.2,2,1.7,4.1,5.5,6.9,6.7,5.7,132.3,114.5,90.4,54.1,32.2,1.8,2.4,1.8
70,,,,,,,,,,,,,,,,,,,,,0.6,0.7,0.9,0.9,0.7,0.9,1.1,1.3,1.4,1.1,1.2,1.9,1.6,3.9,5.3,6.7,6.5,5.4,132.2,114.6,90.4,54,32.1,1.8,2.3,1.6
71,,,,,,,,,,,,,,,,,,,,,,0.7,0.9,0.8,0.7,0.9,1,1.3,1.4,1.1,1.2,1.8,1.5,3.8,5.1,6.4,6.4,5.1,132.2,114.7,90.2,54,32,1.7,2.3,1.7
72,,,,,,,,,,,,,,,,,,,,,,,0.8,0.8,0.6,0.8,1,1.3,1.3,1.1,1.2,1.8,1.6,3.6,4.9,6.3,6.3,4.9,132.2,114.6,90,53.9,32,1.6,2.2,1.6
73,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.6,0.8,1,1.2,1.3,1,1.1,1.7,1.6,3.5,4.7,6.1,6.1,4.7,132.2,114.5,89.8,53.7,31.9,1.7,2.2,1.6
74,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.6,0.8,1,1.2,1.2,1,1.1,1.7,1.5,3.4,4.6,5.9,5.8,4.6,132.1,114.4,89.6,53.6,31.9,1.6,2.2,1.6
75,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.8,0.9,1.2,1.2,1,1.1,1.7,1.4,3.3,4.4,5.7,5.7,4.4,132.1,114.4,89.5,53.6,31.9,1.6,2.1,1.6
76,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,0.9,1.1,1.2,1,1.1,1.7,1.4,3.2,4.2,5.5,5.5,4.3,132,114.3,89.3,53.6,31.9,1.5,2.1,1.6
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.2,0.9,1.1,1.7,1.4,3,4.1,5.3,5.4,4.3,131.8,114.1,89.4,53.5,31.8,1.5,2,1.4
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.9,1,1.6,1.3,3,4,5.1,5.2,4.2,131.6,114.1,89.5,53.5,31.7,1.5,1.9,1.4
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,0.9,1,1.5,1.3,2.9,3.9,4.9,5.1,4.1,131.6,114,89.3,53.3,31.7,1.5,1.9,1.4
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,0.9,1,1.5,1.3,2.8,3.7,4.8,5,4,131.7,113.8,89.2,53.2,31.7,1.4,1.8,1.4
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,1.5,1.3,2.7,3.6,4.7,4.9,3.9,131.7,113.6,89,53.2,31.6,,1.7,1.3
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,1.4,1.3,2.7,3.5,4.6,4.8,3.8,131.5,113.5,88.9,53.2,31.4,,1.8,1.4
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.2,2.6,3.4,4.5,4.7,3.8,131.5,113.4,88.6,53,31.4,,,1.4
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,2.5,3.3,4.3,4.6,3.7,131.5,113.1,88.3,52.7,31.3,,,1.3
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,2.5,3.2,4.2,4.5,3.6,131.4,112.8,88.1,52.6,31.3,,,1.3
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,2.4,3.1,4.1,4.4,3.5,131.2,112.7,87.9,52.5,31.2,,,1.3
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,2.3,3,4,4.2,3.5,131,112.6,88,52.4,31.2,,,1.2
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,2.3,2.9,3.8,4.1,3.4,130.8,112.4,88,52.3,31.2,,,1.2
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,2.2,2.8,3.7,4.1,3.3,130.6,112.2,87.8,52.1,31.1,,,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,2.8,3.6,4,3.3,130.5,112.2,87.6,52,31,,,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,2.7,3.6,3.9,3.2,130.3,112.2,87.3,52,30.9,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,2.6,3.5,3.7,3.1,129.9,111.7,87,51.9,30.8,,,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.6,3.4,3.7,3.1,129.6,111.3,86.7,51.7,30.8,,,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.5,3.3,3.6,3,129.5,111,86.4,51.4,30.7,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,2.5,3.2,3.5,3,128.9,110.7,86.1,51.2,30.6,,,
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,2.4,3.1,3.5,2.9,128,110.3,85.7,51.1,30.6,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,2.4,3.1,3.4,2.8,126.9,110,85.5,50.9,30.5,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,2.3,3,3.3,2.8,124.5,109.2,85.2,50.8,30.3,,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,2.3,2.9,3.2,2.8,118.7,108.4,84.8,50.7,30.3,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,2.2,2.9,3.1,2.7,106.1,107,84.5,50.6,30.2,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,2.8,3.1,2.7,81.5,105.6,84,50.4,30.1,,,
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,2.7,3.1,2.6,50.8,102.4,83.5,50.2,30,,,
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,3,2.5,28.5,95.8,82.9,50.1,29.9,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.9,2.5,18.4,81.4,82.3,49.9,29.8,,,
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.9,2.4,14.2,57.7,81.2,49.7,29.7,,,
106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,2.4,12.3,35.3,80.1,49.5,29.6,,,
107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,2.3,11.3,23.3,77.5,49.1,29.4,,,
108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,2.3,10.6,18.2,72.4,48.8,29.3,,,
109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.2,10.1,15.7,62.3,48.6,29.3,,,
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.2,9.6,14.6,46.3,48.5,29.3,,,
111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,9.3,13.6,31.1,48.2,29.1,,,
112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,9.1,12.9,22.6,47.8,29,,,
113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,8.8,12.3,18.4,47.5,28.9,,,
114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,8.5,11.8,16.4,47.1,28.8,,,
115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,8.3,11.3,15.5,46.4,28.7,,,
116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,11,14.6,45.7,28.5,,,
117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,10.7,14,44.2,28.4,,,
118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,10.4,13.5,41,28.2,,,
119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,10,13.1,36.2,28.1,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,9.8,12.7,28.5,27.9,,,
121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9.5,12.3,21.3,27.8,,,
122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,9.3,11.9,16.7,27.6,,,
123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,9,11.6,14.2,27.4,,,
124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,8.7,11.3,13,27.1,,,
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,8.4,11,12.4,26.6,,,
126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,8.2,10.7,11.8,26.1,,,
127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,10.5,11.5,24.8,,,
128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,7.7,10.3,11.2,23.5,,,
129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,7.5,10,10.9,20.9,,,
130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,7.4,9.7,10.6,17.3,,,
131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,7.2,9.5,10.4,13.5,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,7,9.2,10.2,11.1,,,
133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,6.8,9,10,10,,,
134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6.7,8.8,9.8,8.9,,,
135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,6.6,8.5,9.5,8.5,,,
136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,6.4,8.3,9.3,8.1,,,
137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,6.2,8.1,9.1,7.9,,,
138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,6,8,9,7.7,,,
139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,5.9,7.8,8.8,7.5,,,
140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,5.8,7.6,8.6,7.4,,,
141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,5.7,7.5,8.4,7.3,,,
142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,5.6,7.3,8.3,7.1,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,5.5,7.1,8.2,7,,,
144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.3,7,8,6.9,,,
145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,5.2,6.8,7.8,6.8,,,
146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,5,6.7,7.7,6.6,,,
147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,4.9,6.6,7.5,6.5,,,
148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,4.8,6.4,7.3,6.4,,,
149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,4.8,6.3,7.3,6.3,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,4.7,6.2,7.2,6.2,,,
151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,4.6,6,7,6.1,,,
152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,5.9,6.8,6,,,
153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,5.8,6.7,5.9,,,
154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,5.7,6.6,5.9,,,
155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,5.6,6.5,5.8,,,
156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,6.4,5.7,,,
157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,6.3,5.6,,,
158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,6.2,5.5,,,
159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,6.1,5.4,,,
160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,6,5.4,,,
161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,5.3,,,
162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,5.3,,,
163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,5.1,,,
164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,5,,,
165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,4.9,,,
166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,4.9,,,
167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,4.8,,,
168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,4.7,,,
169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,4.6,,,
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4.5,,,
171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,
172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,
173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,
174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,
175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,
176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,
177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,
178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,
179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
